ISO28178
FILE_DESCRIPTOR	"FOGRA56"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG, Heidelberger Druckmaschinen AG"
CREATED	"January 2019"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-2:2013, OFCOM. print substrate 1 = premium coated, fluorescence moderate (8-14 DeltaB according to ISO 15397), 115 g/m2. tone value increase curves A (CMYK), laminated with matte OPP film"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"
# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"
NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
388	85	0	40	0	56.9	-46.01	-10.87
389	85	10	40	0	53.69	-38.91	-12.78
390	85	20	40	0	50.51	-32.48	-14.3
391	85	30	40	0	47.49	-26.14	-15.61
392	85	40	40	0	44.66	-19.99	-16.68
393	85	55	40	0	40.5	-10.66	-18.23
394	85	70	40	0	36.35	-1.09	-19.59
395	85	85	40	0	32.73	7.77	-20.74
396	85	100	40	0	30.14	14.52	-21.43
397	100	0	40	0	53.98	-50.21	-15.89
398	100	10	40	0	51.05	-44.18	-17.59
399	100	20	40	0	48.19	-38.09	-18.75
400	100	30	40	0	45.37	-31.91	-19.78
401	100	40	40	0	42.76	-26.33	-20.73
402	100	55	40	0	38.73	-16.85	-21.92
403	100	70	40	0	34.77	-7.72	-22.8
404	100	85	40	0	31.5	0.51	-23.47
405	100	100	40	0	29.42	6.47	-23.9
406	0	0	55	0	90.54	-3.92	53.87
407	0	10	55	0	84.42	5.36	47.67
408	0	20	55	0	78.76	14.01	42.36
409	0	30	55	0	73.27	22.83	37.73
410	0	40	55	0	69.2	30.18	34.07
411	0	55	55	0	62.89	41.63	29.53
412	0	70	55	0	57.13	53.04	25.57
413	0	85	55	0	52.92	61.64	22.91
414	0	100	55	0	50	68.27	20.74
415	10	0	55	0	85.13	-9.99	45.27
416	10	10	55	0	79.5	-1.3	39.89
417	10	20	55	0	74.38	7.17	35.39
418	10	30	55	0	69.3	15.69	31.07
419	10	40	55	0	65.27	23.11	27.87
420	10	55	55	0	59.32	34.4	23.48
421	10	70	55	0	53.78	45.68	19.92
422	10	85	55	0	49.69	54.77	17.12
423	10	100	55	0	46.7	61.62	15.16
424	20	0	55	0	80	-15.47	37.74
425	20	10	55	0	74.86	-6.88	33.01
426	20	20	55	0	70.16	1.21	28.92
427	20	30	55	0	65.46	9.19	25.11
428	20	40	55	0	61.68	16.52	22.1
429	20	55	55	0	56.05	27.6	18.16
430	20	70	55	0	50.69	38.61	14.46
431	20	85	55	0	46.65	47.99	11.75
432	20	100	55	0	43.74	55.06	10.03
433	30	0	55	0	75.01	-20.98	30.29
434	30	10	55	0	70.38	-12.96	26.06
435	30	20	55	0	66.04	-5.34	22.58
436	30	30	55	0	61.69	2.8	19.14
437	30	40	55	0	58.13	9.62	16.39
438	30	55	55	0	52.73	20.73	12.54
439	30	70	55	0	47.62	31.86	9.19
440	30	85	55	0	43.72	41.12	6.78
441	30	100	55	0	40.88	48.32	4.72
442	40	0	55	0	71.14	-25.95	24.32
443	40	10	55	0	66.88	-18.34	20.49
444	40	20	55	0	62.81	-10.79	17.41
445	40	30	55	0	58.65	-2.99	14.2
446	40	40	55	0	55.34	3.79	11.82
447	40	55	55	0	50.16	14.69	8.29
448	40	70	55	0	45.21	25.76	5.07
449	40	85	55	0	41.28	34.94	2.3
450	40	100	55	0	38.62	41.91	0.51
451	55	0	55	0	65.2	-33.9	15.33
452	55	10	55	0	61.56	-26.45	12.24
453	55	20	55	0	57.87	-19.34	9.4
454	55	30	55	0	54.17	-12.02	6.93
455	55	40	55	0	51.04	-5.25	4.85
456	55	55	55	0	46.4	5.01	1.62
457	55	70	55	0	41.72	15.77	-1.34
