ISO28178
FILE_DESCRIPTOR	"FOGRA53"
ORIGINATOR	"Fogra. www.fogra.org"
CREATED	"July 2017"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50. 2 degree. geometry 45/0. no polarisation filter. white backing. according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Large gamut Colour Exchange Space"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50"
WEIGHTING_FUNCTION	"OBSERVER. 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
532	40	70	40	10	53.106	19.033	-8.012	0.209
499	10	10	20	20	80.716	-5.513	12.242	0.315
466	30	40	20	0	72.712	7.339	-13.954	0.35
433	55	85	0	0	45.669	41.445	-49.803	0.28
400	15	0	0	0	92.231	-8.056	-10.837	0.539
367	40	100	40	60	19.334	26.605	-2.555	0.061
334	20	100	10	0	45.201	65.649	-20.569	0.194
301	100	85	20	0	28.573	15.066	-52.496	0.129
268	10	100	20	0	48.093	68.551	-8.361	0.206
235	0	70	0	80	25.878	22.433	-3.228	0.071
202	100	30	30	0	45.815	-29.373	-39.293	0.168
169	100	20	70	20	38.597	-53.16	-3.391	0.081
136	10	55	55	0	69.837	23.307	23.686	0.181
103	85	70	0	0	42.639	17.814	-61.204	0.269
70	70	40	0	10	55.179	-2.843	-48.036	0.255
37	30	100	100	0	40.652	40.795	41.428	0.026
4	20	0	100	40	59.378	-13.575	68.768	0.021
1589	100	100	40	60	12.089	5.137	-19.119	0.047
1556	0	3	3	0	95.841	0.055	-2.17	0.578
1523	10	6	6	100	19.046	-1.428	7.321	0.023
1490	40	30	70	0	67.078	-21.754	33.27	0.112
1457	20	10	40	20	75.989	-14.779	27.025	0.153
1424	100	70	100	80	11.746	-10.23	2.26	0.064
1391	3	0	3	0	95.667	-3.108	-2.442	0.595
1358	40	30	85	0	64.203	-21.78	51.345	0.104
1325	55	20	30	0	69.309	-29.066	-10.391	0.256
1292	100	20	20	20	44.779	-31.043	-38.327	0.128
1259	100	40	0	100	9.573	-5.065	-11.477	0.048
1226	20	70	40	0	61.173	32.668	0.785	0.206
1193	10	40	20	20	71.404	13.809	2.954	0.264
1160	100	100	40	0	21.699	15.234	-38.966	0.106
1127	40	10	0	10	78.279	-14.152	-22.377	0.399
1094	40	20	0	0	77.419	-6.396	-29.262	0.483
1061	70	20	0	20	58.518	-20.184	-37.393	0.283
1028	100	20	55	0	45.227	-52.608	-16.245	0.082
995	70	10	0	10	66.443	-27.949	-38.404	0.287
962	70	70	30	0	43.35	7.409	-32.345	0.2
929	100	20	70	60	22.692	-35.697	-0.797	0.032
896	20	30	0	0	80.803	10.205	-22.291	0.518
863	100	70	55	0	31.003	-14.856	-26.749	0.068
830	55	100	55	0	28.497	30.893	-7.904	0.095
797	40	10	85	0	70.544	-37.418	59.77	0.073
764	100	85	85	0	25.638	-18.74	-3.461	0.071
731	7	0	0	7	92.392	-4.227	-5.739	0.586
698	10	70	20	20	58.966	37.192	-6.301	0.21
665	0	70	40	40	48.616	30.23	14.157	0.058
632	20	10	20	20	78.091	-10.109	7.685	0.265
599	55	55	30	0	56.598	2.062	-23.963	0.241
566	30	100	85	0	36.842	43.497	28.455	0.047
533	10	100	40	20	42.372	58.337	3.975	0.124
500	40	0	0	10	80.942	-20.272	-19.496	0.432
467	0	85	55	0	59.611	52.989	21.454	0.138
434	100	0	40	100	10.782	-14.876	-2.86	0.056
401	100	55	40	0	36.476	-16.134	-35.855	0.106
368	85	70	20	0	38.764	5.932	-45.968	0.19
335	40	55	20	0	62.451	14.734	-23.778	0.372
302	0	0	85	0	90.551	-10.003	84.998	0.035
269	70	100	20	40	19.581	28.264	-27.218	0.124
236	10	40	70	10	71.518	8.96	46.267	0.14
203	3	40	3	0	81.3	24.022	-15.055	0.538
170	100	20	20	0	50.416	-30.928	-44.073	0.202
137	20	0	20	60	48.827	-9.773	13.209	0.103
104	10	0	100	0	85.923	-13.774	97.671	0.022
71	10	30	30	0	82.861	6.88	11.038	0.384
38	100	0	70	80	19.289	-31.525	4.29	0.068
5	70	70	0	40	34.276	13.245	-35.232	0.146
1590	0	40	20	60	44.485	10.709	10.2	0.099
1557	30	85	0	0	52.514	52.108	-37.645	0.373
1524	0	60	0	0	72.59	42.655	-22.641	0.48
1491	20	70	70	40	43.062	20.031	25.942	0.055
1458	55	100	70	0	28.312	26.065	5.068	0.072
1425	20	100	10	20	40.604	59.724	-17.174	0.187
1392	40	40	40	20	61.403	-5.563	2.175	0.199
1359	70	55	85	0	45.583	-24.905	21.148	0.058
1326	55	55	40	0	56.618	-2.388	-14.582	0.232
1293	40	0	40	60	43.158	-21.17	19.32	0.04
1260	0	0	40	20	82.336	-8.345	41.75	0.155
1227	100	100	100	40	15.405	-6.579	1.631	0.119
1194	40	20	100	20	59.18	-22.105	63.445	0.09
1161	0	0	0	7	94.461	-1.002	-3.108	0.522
1128	100	70	70	80	12.325	-7.842	-4.893	0.074
1095	0	70	0	0	67.932	51.816	-24.138	0.481
1062	0	0	20	10	90.856	-5.28	18.383	0.401
1029	0	98	0	0	52.718	74.678	-18.321	0.313
996	10	0	40	10	85.933	-14.28	33.76	0.227
963	55	55	100	0	47.298	-13.707	46.492	0.017
930	100	0	0	40	41.322	-30.108	-35.663	0.092
897	30	100	55	0	37.849	48.135	4.595	0.06
864	40	0	100	0	73.526	-36.642	80.085	0.033
831	10	10	0	10	87.794	0.119	-9.265	0.499
798	0	0	40	10	89.322	-8.48	39.781	0.236
765	40	3	3	3	82.099	-20.429	-20.645	0.397
732	30	30	85	0	68.796	-13.108	56.937	0.057
699	10	70	20	10	62.819	40.393	-8.75	0.301
666	70	100	10	0	27.775	45.694	-47.666	0.157
633	20	40	0	40	56.637	11.016	-11.311	0.172
600	85	100	0	0	28.818	41.575	-60.657	0.243
567	100	0	0	70	25.793	-23.621	-22.122	0.043
534	20	0	85	0	82.344	-25.312	75.922	0.046
501	20	30	20	0	81.276	3.632	-3.85	0.396
468	40	40	40	0	68.269	-4.501	-2.586	0.275
435	70	40	40	10	53.092	-21.503	-17.498	0.165
402	40	0	0	80	32.469	-11.062	-0.513	0.061
369	70	10	55	0	62.33	-55.669	9.147	0.159
336	100	40	10	0	45.048	-10.39	-55.761	0.171
303	40	85	0	0	48.815	48.215	-42.655	0.286
270	10	70	10	10	63.384	43.176	-18.155	0.355
237	40	70	10	0	55.438	31.743	-34.932	0.348
204	30	0	55	0	80.847	-31.735	37.147	0.167
171	70	70	70	40	32.879	-6.418	0.367	0.061
138	85	100	40	0	21.87	22.743	-32.709	0.057
105	30	40	100	0	63.249	-2.288	69.873	0.027
72	70	40	100	0	44.91	-33.352	41.524	0.072
39	70	70	70	0	44.662	-8.936	-0.588	0.085
6	100	0	0	10	55.918	-32.894	-50.47	0.13
1591	70	40	40	0	55.202	-22.509	-18.395	0.2
1558	0	100	40	60	27.103	39.648	8.662	0.072
1525	55	10	20	0	73.428	-31.856	-15.51	0.313
1492	40	100	0	60	21.828	33.248	-16.202	0.079
1459	55	0	30	0	74.087	-44.286	-1.503	0.248
1426	10	10	30	0	89.681	-6.921	18.846	0.331
1393	10	85	85	0	54.496	44.976	45.496	0.067
1360	0	95	0	0	54.044	73.333	-20.177	0.33
1327	70	70	70	80	17.697	-2.913	3.212	0.031
1294	0	0	100	20	77.668	-6.21	94.86	0.015
1261	70	70	20	40	32.459	6.708	-25.467	0.128
1228	100	70	20	40	23.855	-1.006	-36.699	0.067
1195	20	70	20	20	56.163	34.247	-11.83	0.211
1162	40	100	20	40	26.886	40.033	-15.764	0.072
1129	100	40	40	100	7.749	-6.561	-5.273	0.005
1096	40	70	100	40	35.576	6.98	35.401	0.03
1063	0	100	0	40	37.342	55.864	-9.027	0.114
1030	100	0	40	0	54.167	-59.097	-21.789	0.108
997	70	20	100	0	52.104	-47.991	51.521	0.062
964	20	40	70	60	40.15	1.059	31.143	0.051
931	20	40	0	20	69.319	15.363	-19.062	0.336
898	3	3	0	40	69.006	-1.242	2.378	0.231
865	0	20	20	40	64.775	2.491	15.459	0.151
832	0	5	0	0	95.659	2.001	-5.635	0.589
799	40	100	30	0	35.72	50.035	-18.445	0.156
766	10	20	20	20	78.239	0.048	9.176	0.249
733	20	100	40	20	38.886	53.308	-0.309	0.098
700	20	100	100	0	43.698	48.971	46.569	0.016
667	40	70	10	10	53.375	30.814	-32.655	0.347
634	85	0	30	0	62.379	-54.748	-20.678	0.18
601	40	40	20	40	50.832	-1.05	-7.379	0.162
568	55	40	85	0	54.414	-26.409	36.419	0.095
535	100	70	40	60	16.494	-6.93	-18.783	0.09
502	30	55	30	0	66.022	17.137	-10.486	0.288
469	30	85	55	0	48.31	34.285	6.256	0.144
436	70	85	70	0	36.669	2.108	-2.42	0.11
403	10	0	40	20	79.589	-13.879	34.782	0.185
370	100	0	10	0	57.894	-38.844	-46.001	0.165
337	10	85	10	0	58.063	57.699	-20.627	0.331
304	0	30	85	0	80.078	8.85	75.863	0.03
271	10	0	70	20	77.489	-15.859	64.298	0.088
238	85	55	55	0	42.523	-21.844	-17.803	0.102
205	55	30	55	0	63.708	-30.492	9.816	0.137
172	70	70	70	10	43.304	-9.604	-0.623	0.068
139	0	70	40	10	63.951	39.923	14.26	0.219
106	20	70	0	10	60.632	42.698	-30.182	0.361
73	20	55	0	0	69.976	31.023	-30.025	0.494
40	40	3	3	0	82.765	-20.33	-21.082	0.508
