ISO28178
FILE_DESCRIPTOR	"FOGRA55"
ORIGINATOR	"Fogra, www.fogra.org, developed with GMG GmbH & Co. KG"
CREATED	"May 2021"
TARGET_TYPE	"7C-ECG"
INSTRUMENTATION	"D50. 2 degree. geometry 45/0. no polarisation filter. white backing. according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"7C CMYKOGV reference data-set"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50; OBSERVER. 2 degree"
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"
LGOROWLENGTH	"0"
LGOMCCHANNEL01	"InkName = 'Cyan' LabFullToneColor = '62 -44 -50'"
LGOMCCHANNEL02	"InkName = 'Magenta' LabFullToneColor = '52 81 -7'"
LGOMCCHANNEL03	"InkName = 'Yellow' LabFullToneColor = '95 -6 95'"
LGOMCCHANNEL04	"InkName = 'Black' LabFullToneColor = '12 2 0'"
LGOMCCHANNEL05	"InkName = 'Orange' LabFullToneColor = '65 58 88'"
LGOMCCHANNEL06	"InkName = 'Green' LabFullToneColor = '60 -75 0'"
LGOMCCHANNEL07	"InkName = 'Violet' LabFullToneColor = '22 47 -56'"
NUMBER_OF_FIELDS 11
BEGIN_DATA_FORMAT
SAMPLE_ID	PC7_1	PC7_2	PC7_3	PC7_4	PC7_5	PC7_6	PC7_7	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 4884
BEGIN_DATA
1275	0	100	0	0	0	40	70	20.87	36.42	-19
1276	0	0	40	40	0	40	100	15.8	14.66	-16.4
1277	40	0	70	0	40	40	0	52.66	-11.11	38.02
1278	40	0	100	40	100	0	0	38.2	25.24	48.25
1279	40	40	40	0	70	0	0	46.24	37.26	36.93
1280	20	20	0	60	0	0	0	45.68	3.01	-9.53
1281	0	100	40	0	0	0	70	27.15	48.8	-2.82
1282	0	40	0	0	0	40	70	30.46	19.14	-26.93
1283	70	70	40	0	70	0	0	30.83	27.08	16.86
1284	0	40	0	0	70	70	0	37.09	18.22	22.32
1285	0	0	100	40	0	100	40	30.56	-32.08	23.88
1286	0	100	40	40	0	0	100	15.72	28.04	-5.88
1287	0	0	0	100	0	0	0	16	0.07	-0.33
1288	0	0	0	100	0	0	0	16	0.07	-0.33
1289	100	100	100	40	0	0	40	14.43	2.67	-4.33
1290	0	100	40	40	40	40	0	26.62	36.91	16.09
1291	100	0	0	0	0	0	85	23.48	24.12	-60.26
1292	0	0	40	80	40	0	70	16.99	11.81	4.24
1293	0	40	0	0	70	40	100	16.94	25.56	0.47
1294	0	40	40	80	0	100	0	18.36	-15.94	4.25
1295	0	0	100	0	40	100	100	17.16	1.49	9.11
1296	70	70	0	0	100	0	40	21.97	25.99	12.74
1297	100	0	40	80	0	0	40	16.42	-5.42	-10.13
1298	100	70	0	80	0	40	0	14.86	-1.58	-12.41
1299	100	0	70	0	40	40	0	36.09	-40.1	10.92
1300	0	0	85	0	0	100	0	59.33	-71.35	47.77
1301	70	70	0	80	0	70	0	14.72	-2.49	-8.77
1302	100	40	40	40	100	40	0	15.19	-0.06	5.02
1303	100	100	0	40	40	0	100	12.01	16.33	-15.54
1304	0	40	0	40	40	40	100	13.45	19.68	-10.68
1305	0	0	100	40	40	40	40	35.81	4.3	37.81
1306	0	100	40	0	0	40	70	21.08	34.4	-6.04
1307	0	100	100	0	40	40	40	28.25	43.7	25.75
1308	100	100	40	0	0	100	40	15.75	-0.22	-20.58
1309	0	100	100	40	40	40	0	27.1	35.57	25.36
1310	40	0	0	80	40	0	40	19.52	6.55	-1.14
1311	40	0	100	40	40	40	0	40.76	-12.86	42.46
1312	100	40	40	0	40	40	40	24.24	-6.8	-7.18
1313	0	70	40	0	100	70	0	30.27	33.05	33.42
1314	100	40	100	0	0	100	40	25.71	-32.74	2.94
1315	40	40	0	80	70	0	0	21.57	10.88	12.92
1316	100	40	0	80	40	0	0	17.27	-2.42	-5.05
1317	40	0	100	0	70	0	40	40.05	23.97	44.58
1318	100	40	0	40	100	100	0	13.17	-3.09	1.76
1319	70	0	100	0	70	0	40	31.19	10.21	28.62
1320	0	0	0	100	0	0	0	16	0.07	-0.33
1321	0	0	0	40	0	0	0	69.76	0.49	-4.89
1322	20	20	10	0	0	0	0	77.47	5.33	-9.02
1323	40	0	40	0	0	0	40	53.64	-4.91	-6.61
1324	70	70	100	0	0	0	0	36.68	4.08	18.3
1325	0	40	100	100	40	0	0	16.55	3.26	10.02
1326	0	40	0	0	40	0	40	46.75	41.66	5.1
1327	40	0	40	40	0	40	0	48.38	-29.73	6.71
1328	0	40	100	80	40	0	0	26.41	14.85	25.09
1329	0	70	70	80	40	0	0	23.45	19.87	18.27
1330	0	40	40	100	40	0	0	16.27	3.76	8.64
1331	0	70	0	80	70	0	0	23.38	22.18	18.08
1332	70	0	0	40	0	0	70	24.16	11.16	-37.85
1333	85	85	0	0	0	0	0	30.93	20.56	-44
1334	0	0	0	80	0	70	0	27.82	-19.14	-0.56
1335	40	70	0	40	0	0	100	13.99	25.37	-26.96
1336	0	40	0	0	0	100	0	44.73	-49.16	-7.95
1337	40	0	100	40	0	100	0	38.27	-52.82	29.47
1338	0	0	0	0	40	0	100	21.18	37.73	-25.87
1339	0	100	0	0	0	100	100	12.24	15.11	-19.74
1340	0	70	70	80	70	0	0	23.42	22.1	22.14
1341	40	0	40	0	0	100	0	52.85	-72.69	10.39
1342	0	100	100	40	0	0	0	34.41	48.54	30.21
1343	55	70	55	0	0	0	0	42.5	18.45	-0.02
1344	0	40	0	100	0	0	0	14.59	3.91	1.23
1345	100	70	0	80	0	0	100	10.76	10.81	-12.3
1346	30	55	55	0	0	0	0	56.19	21.01	14.74
1347	100	40	0	40	0	0	40	23.48	2.84	-36.39
1348	0	0	0	40	40	0	0	58.52	20.44	17.05
1349	40	0	100	80	0	70	0	23.56	-22.61	16.02
1350	85	70	70	0	0	0	0	33.5	-6	-4.84
1351	100	70	70	40	0	0	0	23.55	-11.19	-6.77
1352	40	0	0	40	0	70	0	44.54	-38.28	-10.36
1353	0	0	0	40	0	0	0	69.76	0.49	-4.89
1354	0	0	0	40	0	0	0	69.76	0.49	-4.89
1355	0	0	0	0	70	40	40	39.95	23.81	21.45
1356	0	100	0	40	0	40	0	26.69	37.33	-9.16
1357	40	100	20	20	0	0	0	32.49	45.56	-12.97
1358	0	100	20	40	0	0	0	34.63	53.16	2.14
1359	0	0	0	80	100	0	100	12.52	12.42	5.71
1360	0	0	100	40	70	100	0	29.96	-11.25	32.43
1361	20	0	0	40	0	0	40	44.66	6	-21.1
1362	0	100	0	0	0	40	100	15.92	30.92	-22.27
1363	0	0	0	40	40	70	100	13.37	11.29	-10.96
1364	0	0	100	20	70	0	0	61.33	37.42	80.12
1365	0	0	70	40	100	70	0	32.01	12.85	37.55
1366	40	40	70	20	0	0	0	51.18	2	22.7
1367	0	70	0	40	100	0	100	16.57	26.61	11.49
1368	40	40	0	20	0	0	0	54.78	9.46	-22.46
1369	0	0	20	0	70	100	0	36.62	-17.44	25.2
1370	40	30	30	20	0	0	0	56.69	-0.3	-3.47
1371	0	0	0	0	0	0	3	92.92	2.3	-7.1
1372	100	0	40	20	0	0	0	46.29	-45.35	-19.06
1373	0	100	70	20	0	0	0	41.27	60.3	26.02
1374	100	40	0	0	40	0	0	33.39	-6.67	-27.98
1375	20	0	20	0	0	70	0	64.61	-51.25	4.28
1376	100	0	0	0	0	100	70	24.53	-10.95	-33.95
1377	47.5	40	40	0	0	0	0	57.36	1.85	-1.68
1378	40	100	0	0	0	40	0	29.69	36.16	-24.55
1379	40	20	100	20	0	0	0	56.52	-10.45	49.54
1380	0	0	100	100	100	0	100	11.36	8.16	4.88
1381	0	0	70	20	0	70	0	58.7	-43.2	39.01
1382	0	0	20	20	40	0	0	68.84	23.45	30.84
1383	0	0	100	20	0	40	0	65.83	-25.08	65.46
1384	0	40	100	0	0	0	100	23.41	32.35	10.11
1385	0	100	40	0	0	100	0	20.35	6.79	-8.79
1386	0	0	0	40	0	0	0	69.76	0.49	-4.89
1387	0	0	0	40	0	0	0	69.76	0.49	-4.89
1388	40	0	40	0	100	0	100	18.9	25.23	13.42
1389	70	40	0	0	40	0	0	41.92	10.88	-15.2
1390	70	70	0	0	100	0	0	29.03	31.78	23.46
1391	100	0	0	0	70	0	70	17.86	8.09	-15.85
1392	0	100	40	0	40	0	40	35.32	57.85	22.12
1393	40	40	70	0	0	40	0	49.99	-15.92	21.09
1394	0	100	0	40	100	40	0	26.32	35.65	26.48
1395	0	70	0	0	0	70	40	28.63	11.52	-18.13
1396	40	0	70	0	40	0	70	31.39	16.45	12.83
1397	100	0	0	0	40	40	40	27.31	-11.91	-25.3
1398	70	0	70	0	0	40	40	38.8	-31.96	4.28
1399	0	40	100	0	0	40	100	19.63	19.41	6.44
1400	0	40	40	0	0	40	70	29.97	15.06	-8.28
1401	70	0	100	40	70	0	0	32.23	3.92	32.27
1402	40	100	0	0	70	0	0	35.68	51.8	22.88
1403	40	0	0	0	70	0	40	39.39	26.54	12.58
1404	0	0	70	0	0	70	70	32.8	-13.48	9.69
1405	40	0	40	0	70	70	0	38.29	-4.35	26.84
1406	40	40	0	0	70	0	40	33.49	33.27	11.67
1407	0	40	40	0	100	40	0	44.04	43.75	55.75
1408	0	40	100	0	0	100	40	31.36	-26.54	21.96
1409	40	40	0	0	70	70	0	30.26	7.06	10.38
1410	0	0	70	40	0	40	40	39.2	-10.45	20.2
1411	0	70	100	0	0	0	40	42.11	43.21	37.51
1412	0	40	70	40	0	100	0	32.22	-34.53	18.12
1413	100	70	0	40	0	70	0	21.35	-10.47	-24.09
1414	40	100	40	0	0	0	100	16.74	31.5	-18.02
1415	0	0	70	0	40	0	70	39.49	28.29	26.96
1416	0	100	100	40	0	40	0	26.92	32.6	19.49
1417	0	70	70	0	40	0	70	30.2	44.04	21.44
1418	100	100	40	40	0	100	0	14.98	-3.85	-12.86
1419	0	0	0	40	0	0	0	69.76	0.49	-4.89
1420	0	0	0	40	0	0	0	69.76	0.49	-4.89
1421	40	70	0	0	100	0	0	38.49	49.38	41.98
1422	40	0	0	0	70	100	40	22.4	-9.16	2.47
1423	0	100	100	40	40	0	40	25.15	45.88	22.34
1424	0	40	100	0	0	40	70	30.01	12.98	20.56
1425	40	40	0	40	0	40	100	13.09	16.79	-26.07
1426	0	40	0	0	40	100	100	13.3	9.61	-12.35
1427	100	0	0	0	100	40	100	12.04	7.75	-2.54
1428	40	40	100	0	100	100	0	25.74	1.82	26.1
1429	0	40	100	0	70	70	0	39.21	18.12	45.44
1430	40	0	0	40	40	100	100	12.89	5.58	-10.12
1431	100	0	0	0	40	70	70	19.19	-2.41	-23.39
1432	40	70	0	0	0	70	100	14.2	18.47	-29.58
1433	40	40	0	40	100	40	0	26.92	19.89	27.75
1434	0	40	100	40	40	0	40	34.86	29.85	37.12
1435	40	70	0	0	100	70	0	23.43	20.74	18.33
1436	40	40	100	0	0	100	100	15.57	-2.58	-1.71
1437	40	0	100	0	100	100	0	30.21	-5.54	33.6
1438	100	40	40	40	0	40	40	20.72	-9.47	-15.14
1439	0	0	100	40	70	0	40	37.48	28.18	43.84
1440	100	100	0	40	0	40	40	13.66	9.28	-26.45
1441	0	40	0	40	100	40	100	14.74	14.34	8.95
1442	70	0	70	80	0	0	40	18.2	-5.26	0.86
1443	0	70	0	40	0	100	40	17.76	-3.11	-12.3
1444	70	40	0	80	0	40	0	19.58	-6.65	-10.56
1445	100	0	100	40	40	100	0	26.53	-38.52	15
1446	0	70	70	80	0	0	70	14.76	14.01	3.47
1447	0	0	70	40	0	100	40	30.4	-32.57	15.48
1448	100	0	0	0	40	40	100	14.78	13.48	-30.33
1449	0	100	0	40	0	70	40	16.72	18.95	-12.25
1450	70	70	0	80	70	0	0	17.56	6.53	8.07
1451	100	100	40	0	40	100	0	17.19	-3.94	-9.4
1452	0	0	0	40	0	0	0	69.76	0.49	-4.89
1453	0	0	0	70	0	0	0	46.75	0.02	-3.26
1454	0	40	0	0	0	40	0	62.57	2.38	-8.85
1455	0	100	100	40	100	0	0	34.79	51.34	43.82
1456	100	40	0	40	0	0	70	17.8	13.26	-36.42
1457	0	100	40	0	0	0	0	48.17	72.08	14.73
1458	40	70	0	0	0	0	40	35.22	33.59	-30.4
1459	100	40	0	100	0	0	0	12.05	0.86	-4.11
1460	20	40	20	0	0	0	0	67.84	17.35	-3.39
1461	0	0	0	40	70	0	0	51.75	33.7	37.82
1462	0	40	100	80	100	0	0	25.32	22.25	28.12
1463	0	100	100	0	0	0	0	47.99	69.33	45.87
1464	40	100	40	0	0	0	0	37.09	50.34	-4.61
1465	100	0	0	0	0	0	0	56.12	-34.9	-52.52
1466	40	0	0	0	0	0	0	79.15	-12.57	-24.93
1467	85	0	0	0	0	0	0	60.62	-30.2	-47.07
1468	20	0	0	0	0	0	0	87.2	-5.64	-15.58
1469	70	0	0	0	0	0	0	66.57	-24.03	-39.84
1470	5	0	0	0	0	0	0	92.98	-0.35	-8.48
1471	55	0	0	0	0	0	0	72.95	-18.09	-32.32
1472	100	0	0	100	0	0	0	12.18	-3.46	-6.2
1473	100	100	20	0	0	0	0	24.56	15.08	-38.49
1474	70	0	40	0	0	100	0	47.84	-70.46	1.47
1475	100	100	0	80	0	0	40	12.73	8.44	-11.67
1476	0	100	0	40	70	0	0	34.6	51.3	30.21
1477	40	0	40	40	0	70	0	43.18	-41.3	7.25
1478	70	100	0	0	0	0	40	22.96	34.38	-36.93
1479	55	10	85	0	0	0	0	63.24	-25.54	38.32
1480	0	100	100	80	70	0	0	22.1	23.76	21.05
1481	0	70	70	0	40	0	0	54.33	59.49	50.51
1482	40	0	100	100	0	0	0	14.4	-5.36	4.99
1483	40	100	0	0	0	0	70	21.67	40.43	-29.46
1484	85	85	100	0	0	0	0	28.24	2.04	5.75
1485	0	0	0	70	0	0	0	46.75	0.02	-3.26
1486	0	0	0	70	0	0	0	46.75	0.02	-3.26
1487	0	0	0	40	70	70	40	24.11	6.57	10.92
1488	0	40	0	20	100	0	0	49.01	55.49	63.44
1489	0	0	0	20	70	0	40	43.66	35.16	26.15
1490	20	0	0	0	0	70	70	31.61	-6.88	-28.18
1491	100	0	0	0	0	40	100	18.49	21.36	-51.07
1492	0	40	0	40	0	40	40	32.18	7.73	-13.79
1493	100	0	20	0	0	40	0	50.22	-53.64	-27.07
1494	40	70	20	40	0	0	0	36.05	21.59	-10.01
1495	100	70	20	20	0	0	0	28.88	-2.84	-33.18
1496	0	0	0	80	100	100	0	15.3	-2.91	10.74
1497	100	20	40	20	0	0	0	41.27	-35.59	-20.78
1498	20	70	40	20	0	0	0	46.62	33.55	5.61
1499	0	100	0	0	100	0	70	27.39	47.6	27.15
1500	0	0	0	80	70	100	40	13.85	-0.6	4.48
1501	70	55	55	20	0	0	0	38.32	-3.34	-3.51
1502	40	30	30	40	0	0	0	48.13	-0.67	-2.69
1503	0	0	0	40	70	100	0	26.54	-13.51	14.55
1504	0	0	0	0	40	100	70	22.41	-8.27	-8.49
1505	0	0	0	0	0	0	1.2	94.17	1.82	-6.44
1506	0	40	20	40	0	0	0	54.61	18.06	3.27
1507	0	0	100	40	0	0	40	45.64	2.82	42.81
1508	0	20	40	0	40	0	0	71.49	35.72	44.1
1509	70	0	20	0	0	40	0	57.82	-45.77	-16.97
1510	40	0	0	0	0	40	100	18.92	26.12	-48.12
1511	70	20	40	80	0	0	0	23.32	-9.37	-3.26
1512	100	40	20	20	0	0	0	37.19	-19.81	-33.02
1513	0	0	100	80	40	100	0	20.31	-14.43	16.89
1514	100	0	0	20	0	100	0	39.65	-53.35	-21.29
1515	0	100	0	100	0	100	0	9.94	1.56	-0.58
1516	0	40	100	0	0	40	0	59.11	0.4	56.77
1517	0	20	20	80	0	0	0	32.97	4	2.82
1518	0	0	0	70	0	0	0	46.75	0.02	-3.26
1519	0	0	0	70	0	0	0	46.75	0.02	-3.26
1520	0	0	40	0	100	0	70	34.96	40.72	41.09
1521	0	70	0	40	0	100	0	23.43	-15.42	-10.7
1522	40	0	0	0	70	40	70	22.83	15.04	-0.25
1523	70	0	0	40	40	70	0	29.82	-22.6	-5.73
1524	40	0	40	0	40	0	70	31.26	18.19	-1.79
1525	0	0	40	0	70	40	40	40.47	23.09	33.38
1526	40	100	0	0	100	0	40	26.76	41.39	23.13
1527	0	40	70	0	0	70	70	25.78	1.05	4.75
1528	40	40	0	0	0	100	100	15.12	9.93	-29.69
1529	100	40	0	0	100	40	0	20.05	1.18	6.73
1530	40	0	0	0	70	0	70	27.9	25.78	1.65
1531	100	0	0	0	70	0	100	13.56	13.99	-18.01
1532	70	40	40	0	70	0	0	35.79	19.26	19.54
1533	100	40	0	0	40	0	100	13.95	20.34	-31.28
1534	0	40	40	60	0	0	0	42.12	12.95	11.02
1535	100	40	0	0	40	100	0	25.48	-26.63	-14.86
1536	0	70	0	0	0	100	70	17.59	4.17	-20.93
1537	40	0	40	0	70	0	70	28.39	24.69	13.46
1538	70	70	0	0	70	0	0	30.9	28.18	6.67
1539	100	100	40	40	100	0	0	17.18	9.47	8.31
1540	0	0	40	40	40	0	70	28.42	21.27	7.57
1541	0	0	70	40	0	40	70	27.11	-0.23	7.69
1542	70	0	70	0	0	70	40	35.89	-38.92	4.6
1543	40	70	0	0	40	70	0	28.51	7.88	-5.73
1544	0	70	0	0	100	100	0	20.69	12.64	17.16
1545	70	100	0	0	100	0	0	26.87	34.08	20.44
1546	40	0	0	0	70	70	40	26.85	2.3	5.19
1547	70	40	0	0	40	70	0	31.37	-15.03	-11.58
1548	40	0	0	40	70	0	70	20.94	18.17	1.89
1549	0	100	100	0	40	40	0	36.1	50.97	37.42
1550	70	0	40	0	40	0	40	35.9	0.68	-2.74
1551	0	0	0	70	0	0	0	46.75	0.02	-3.26
1552	0	0	0	70	0	0	0	46.75	0.02	-3.26
1553	100	40	40	40	0	100	0	25.91	-29.62	-4.21
1554	0	40	40	40	40	100	0	28.76	-21.31	16.8
1555	40	40	0	0	100	70	0	26.76	16.78	23.55
1556	40	100	100	0	40	0	40	27.28	47.51	21.1
1557	0	0	70	0	100	40	70	28.5	27.97	31.44
1558	40	100	0	0	40	40	100	14.78	21.81	-12.28
1559	100	0	0	80	70	0	0	17.76	-4.97	3.73
1560	100	0	100	0	40	0	100	15.39	4.32	-3.44
1561	0	100	40	0	100	100	0	19.53	19.65	16.52
1562	70	40	0	0	0	40	100	16.16	23.11	-42.5
1563	100	40	0	0	70	0	40	20.2	6.68	-10.99
1564	40	0	100	40	40	40	40	30.13	-3.83	28.42
1565	70	0	0	40	100	40	0	23.52	5.95	17.69
1566	0	100	0	0	0	0	0	48.06	75.29	-5.18
1567	0	47.5	0	0	0	0	0	71.74	34.18	-9.4
1568	0	77.5	0	0	0	0	0	56.85	59.15	-8.44
1569	0	30	0	0	0	0	0	80.34	21.39	-8.87
1570	0	62.5	0	0	0	0	0	64.21	46.33	-9.36
1571	70	100	0	80	40	0	0	16.56	9.36	1.49
1572	40	0	0	80	40	100	0	17.46	-14.47	1.86
1573	0	70	0	0	100	70	40	22.27	26.54	18.71
1574	100	0	0	40	70	70	0	20.75	-15.06	-1.09
1575	100	100	0	40	40	40	0	15.68	6.8	-14.38
1576	100	0	100	40	0	40	100	14.01	-2	-5.64
1577	0	40	40	80	0	0	70	16.09	12.1	-2.16
1578	100	0	40	0	0	100	100	17.4	-1.76	-24.39
1579	70	0	0	40	70	0	100	12.94	13.33	-7.79
1580	0	100	0	40	0	40	70	16.29	24.93	-12.89
1581	100	0	70	0	40	0	40	28.1	-16.75	0.68
1582	100	100	40	0	100	0	40	16.42	15.56	5.04
1583	100	0	40	0	0	70	70	24.14	-14.76	-23.24
1584	0	0	0	70	0	0	0	46.75	0.02	-3.26
1585	0	0	0	0	100	0	0	65	58	88
1586	40	0	0	0	40	0	0	64.48	11.11	1.42
1587	30	10	10	0	0	0	0	78.1	-4.61	-12.92
1588	100	0	20	0	0	0	0	54.45	-43.84	-37.25
1589	0	100	0	40	0	0	100	15.29	29.59	-16.44
1590	0	70	0	0	0	0	100	19.86	43.61	-34.07
1591	40	0	0	80	0	40	0	27.3	-13.82	-6.63
1592	100	100	100	80	0	0	0	14.42	-0.52	2.89
1593	0	0	70	40	40	0	0	56.77	18.3	50.89
1594	0	40	0	80	0	0	0	29.92	10.37	-3.35
1595	100	100	0	0	0	0	0	24.74	21.12	-47.45
1596	0	70	0	80	0	0	70	14.74	16.06	-7.26
1597	47.5	0	0	0	0	0	0	76.06	-15.32	-28.6
1598	95	0	0	0	0	0	0	57.34	-33.62	-51.04
1599	30	0	0	0	0	0	0	83.19	-9.04	-20.26
1600	77.5	0	0	0	0	0	0	63.55	-27.16	-43.51
1601	10	0	0	0	0	0	0	91.02	-2.14	-10.88
1602	62.5	0	0	0	0	0	0	69.75	-21.07	-36.09
1603	2	0	0	0	0	0	0	94.1	0.68	-7.1
1604	0	70	100	0	0	0	0	57.59	49.26	57.55
1605	100	100	70	0	0	0	0	23.72	2.46	-14.35
1606	70	0	0	0	0	0	40	47.02	-3.55	-46.01
1607	0	100	40	100	40	0	0	15.86	6.6	9.65
1608	0	100	0	80	0	0	40	16.09	20.94	-3.23
1609	0	40	0	40	0	40	0	45.82	0.54	-6.86
1610	70	100	0	40	0	0	40	17.95	23.7	-25.72
1611	0	100	70	0	70	0	0	46.88	70.97	56.13
1612	100	100	40	40	0	0	0	19.38	6.17	-19.49
1613	40	40	40	100	0	0	0	13.71	0.53	1.73
1614	0	40	0	40	40	0	0	48.05	33.19	14.11
1615	0	100	40	100	100	0	0	16.98	8.33	14.05
1616	30	30	30	40	0	0	0	50.54	2.68	0.49
1617	0	0	0	0	100	0	0	65	58	88
1618	0	0	0	0	100	0	0	65	58	88
1619	0	0	20	0	100	0	0	65.28	57.26	89.84
1620	100	0	0	40	0	100	40	24.37	-21.2	-21.09
1621	0	0	70	20	40	0	0	67.57	22.09	61.05
1622	100	100	0	0	0	40	0	22.55	9.29	-39.62
1623	0	0	0	20	100	0	40	40.68	41.36	49.04
1624	0	0	0	80	0	100	100	11.29	6.05	-7.3
1625	0	0	40	80	100	40	0	22.79	10.64	22.07
1626	0	0	40	80	40	70	0	22.71	-7.62	12.24
1627	70	0	20	20	0	0	0	56.75	-26.54	-20.75
1628	20	0	0	20	0	0	70	36.12	18.5	-35.2
1629	70	0	0	80	0	100	40	15.96	-8.05	-7.99
1630	0	0	0	80	40	70	100	11.1	7.47	-2.31
1631	40	0	40	0	40	40	40	42.5	-3.62	12.58
1632	0	100	40	20	0	0	0	41.3	61.98	12.09
1633	0	0	100	40	70	40	0	42.18	15.7	50.46
1634	100	0	100	100	100	0	0	15.03	-2.79	10.46
1635	0	0	0	0	0	3	0	93.91	-0.38	-5.84
1636	100	0	0	40	0	40	70	20.18	1.9	-33.06
1637	100	0	70	20	0	0	0	44.46	-53.4	1.85
1638	40	0	0	40	0	70	40	31.28	-18.87	-16.85
1639	0	0	0	80	40	40	70	14.92	7.42	-1.04
1640	0	0	0	0	100	70	40	28.91	19.33	29.67
1641	100	0	100	0	40	0	0	38.99	-35.54	24.95
1642	40	70	0	20	0	0	0	43.04	28.63	-22.46
1643	70	0	0	80	0	100	100	11.26	5.58	-9.53
1644	0	0	0	40	0	100	40	30.69	-30.95	-8.19
1645	0	0	0	80	70	0	70	16.3	13.56	6.19
1646	40	40	40	40	40	0	0	40.98	16.78	19.4
1647	0	0	100	40	40	100	0	34.85	-27.56	35.11
1648	40	40	0	40	40	0	0	39.02	19.11	1.55
1649	100	70	70	20	0	0	0	27.27	-13.76	-8.52
1650	0	0	0	0	100	0	0	65	58	88
1651	0	0	0	0	100	0	0	65	58	88
1652	40	0	40	0	0	40	100	18.68	15.09	-29.05
1653	0	40	40	0	100	0	40	41.77	51.95	52.03
1654	40	0	70	0	0	40	70	31.56	-8.57	1.04
1655	0	70	70	0	0	0	70	31.11	39.93	9.18
1656	70	40	70	0	0	0	70	24.59	6.9	-10.71
1657	70	40	0	40	0	40	0	33.95	-14.25	-22.53
1658	0	0	100	0	40	40	40	45.93	9.03	48.74
1659	70	0	0	0	40	70	70	20.86	-1.2	-19.91
1660	100	70	40	60	0	0	0	20.15	-4.47	-14.11
1661	70	0	0	0	40	70	40	28.72	-14.15	-15.29
1662	40	40	0	0	40	100	0	30.33	-25.89	-4.93
1663	40	0	100	0	40	40	0	52.36	-11.13	52.55
1664	40	40	100	40	0	100	0	29.41	-32.62	20.43
1665	70	70	70	0	70	0	0	30.88	26.47	24.24
1666	0	0	70	0	70	40	40	41.05	22.71	42.21
1667	100	40	40	40	0	0	100	13.69	18.23	-21.75
1668	70	70	0	0	40	0	0	34.18	23.75	-13.93
1669	100	0	40	60	0	0	0	30.78	-30.23	-12.9
1670	100	70	0	0	0	40	0	30.61	-8.25	-39.44
1671	40	100	100	40	0	0	40	21.62	30.3	11.34
1672	70	40	0	0	0	100	0	37.32	-43.23	-21.97
1673	40	0	0	40	40	70	0	34.25	-18.29	1.03
1674	40	70	100	0	0	0	70	24.94	25.71	9.18
1675	0	100	20	60	0	0	0	27.39	41.04	1.93
1676	100	0	70	0	40	0	0	39.44	-33.93	10.29
1677	100	40	0	40	100	0	0	19.26	3.96	9.75
1678	40	0	40	0	0	70	40	41.51	-32.63	-2.86
1679	100	0	100	60	0	0	0	29.06	-37.41	12.37
1680	40	40	100	0	70	0	0	46.3	36.02	54.89
1681	70	40	100	60	0	0	0	28.15	-11.44	16.9
1682	0	70	40	40	0	100	0	23.34	-16.08	0.68
1683	0	0	0	0	100	0	0	65	58	88
1684	0	0	0	0	100	0	0	65	58	88
1685	0	40	0	0	70	70	70	19.9	17.49	4.69
1686	0	100	40	0	70	0	40	35.26	57.49	34.21
1687	40	100	40	40	100	0	40	22.97	28.52	21.76
1688	0	40	40	0	100	70	0	34.88	27.59	40.99
1689	0	0	40	80	0	0	100	12.63	13.04	-7.56
1690	40	100	0	0	70	70	0	21.6	22.48	6.56
1691	100	40	100	40	40	40	0	22.61	-24.19	12.26
1692	100	70	0	0	0	40	40	22.87	4.72	-38.38
1693	0	100	40	0	100	0	100	22.48	41.33	21.38
1694	70	0	0	80	40	0	70	13.72	6.73	-6.39
1695	40	40	100	40	40	0	40	29.03	17.83	27.21
1696	100	100	0	0	100	40	0	17.15	7.51	3.23
1697	0	0	40	0	70	100	40	26.86	-6.85	17.99
1698	0	55	0	0	0	0	0	67.98	40.02	-9.56
1699	0	85	0	0	0	0	0	53.32	65.54	-7.71
1700	0	40	0	0	0	0	0	75.43	28.45	-9.24
1701	0	70	0	0	0	0	0	60.42	52.69	-9.17
1702	0	0.8	0	0	0	0	0	94.66	1.96	-6.08
1703	40	0	100	40	40	0	100	16.44	12.53	7.29
1704	40	0	40	40	40	0	100	14.77	20	-9.91
1705	100	0	0	40	40	40	40	22.21	-9.35	-16.07
1706	40	0	0	80	70	100	0	15.23	-8.25	5.91
1707	0	70	0	0	40	100	70	15.31	7.64	-8.25
1708	0	0	100	0	40	40	100	21.34	19.49	14.77
1709	100	100	0	40	40	100	0	14.09	-0.66	-11.67
1710	70	0	40	0	70	0	100	15.84	16.89	-4.17
1711	100	0	100	0	100	40	0	25.63	-8.46	21.91
1712	0	40	0	40	0	100	70	17.18	-2.3	-14.22
1713	0	100	40	40	100	40	0	28.17	34.42	31.19
1714	0	100	40	40	0	100	100	11.14	10.08	-6.58
1715	0	40	100	40	0	100	100	13.78	-0	3.3
1716	0	0	0	0	100	0	0	65	58	88
1717	0	0	0	0	40	0	0	79.8	28.24	22.43
1718	0	100	70	80	40	0	0	21.46	23.04	16.54
1719	40	40	100	40	0	0	0	42.45	0.1	35.78
