ISO28178
FILE_DESCRIPTOR	"FOGRA55"
ORIGINATOR	"Fogra, www.fogra.org, developed with GMG GmbH & Co. KG"
CREATED	"May 2021"
TARGET_TYPE	"7C-ECG"
INSTRUMENTATION	"D50. 2 degree. geometry 45/0. no polarisation filter. white backing. according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"7C CMYKOGV reference data-set"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50; OBSERVER. 2 degree"
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"
LGOROWLENGTH	"0"
LGOMCCHANNEL01	"InkName = 'Cyan' LabFullToneColor = '62 -44 -50'"
LGOMCCHANNEL02	"InkName = 'Magenta' LabFullToneColor = '52 81 -7'"
LGOMCCHANNEL03	"InkName = 'Yellow' LabFullToneColor = '95 -6 95'"
LGOMCCHANNEL04	"InkName = 'Black' LabFullToneColor = '12 2 0'"
LGOMCCHANNEL05	"InkName = 'Orange' LabFullToneColor = '65 58 88'"
LGOMCCHANNEL06	"InkName = 'Green' LabFullToneColor = '60 -75 0'"
LGOMCCHANNEL07	"InkName = 'Violet' LabFullToneColor = '22 47 -56'"
NUMBER_OF_FIELDS 11
BEGIN_DATA_FORMAT
SAMPLE_ID	PC7_1	PC7_2	PC7_3	PC7_4	PC7_5	PC7_6	PC7_7	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 4884
BEGIN_DATA
2449	0	40	70	0	0	40	70	29.92	13.41	7.05
2450	40	100	0	40	70	0	0	27.15	35.61	17.13
2451	70	0	70	0	70	40	0	36.64	-5.03	28.76
2452	40	70	100	0	0	40	0	38.1	6.93	25.89
2453	100	0	70	40	70	0	0	25.21	-10.89	14.34
2454	70	40	40	0	100	0	0	32.81	27.3	32.89
2455	40	100	40	40	0	0	100	14.42	19.71	-8.77
2456	40	70	0	0	70	0	40	29.58	38.18	11.87
2457	0	0	40	0	0	70	100	18.7	9.38	-20.62
2458	100	100	100	0	0	0	40	18.36	5.31	-6.47
2459	40	100	70	0	70	0	0	35.82	50.83	36.13
2460	100	100	0	40	100	0	0	17.5	8.56	7.98
2461	40	70	70	0	40	0	0	42.25	38.55	30.24
2462	40	0	70	0	70	0	0	55.28	25.51	56.65
2463	0	70	0	0	40	40	70	22.98	30.38	-4.72
2464	100	100	100	0	40	0	0	21.89	6.95	7.34
2465	70	0	70	0	40	0	40	35.44	-2.05	13.04
2466	100	40	100	40	0	100	0	24.98	-35.89	8.83
2467	70	100	40	0	70	0	0	27.41	32.77	15.58
2468	40	40	100	40	0	40	0	37.56	-10.82	32.23
2469	70	0	0	0	40	70	0	40.41	-30.91	-9.42
2470	0	70	70	0	0	70	0	39.11	4.28	19.45
2471	70	0	70	0	0	0	100	18.84	12.84	-22.4
2472	20	100	40	60	0	0	0	24.7	33.4	2.82
2473	40	70	40	0	0	0	100	17.35	30.67	-23.28
2474	0	100	40	0	0	100	40	16.46	9.64	-9.7
2475	0	0	0	0	0	0	100	22	47	-56
2476	0	0	0	0	0	0	100	22	47	-56
2477	0	100	100	40	0	100	40	12.98	8.55	1.07
2478	0	0	40	40	0	70	100	14.9	7.72	-13.04
2479	0	70	0	80	0	70	40	14.15	5.14	-4.63
2480	70	0	0	80	40	0	100	11.26	9.42	-7.41
2481	70	0	0	80	40	100	0	16.33	-13.88	-0.39
2482	0	70	100	0	0	40	40	33.71	24.89	26.42
2483	40	100	0	40	40	40	40	16.74	23.59	-3.29
2484	40	100	40	0	40	40	40	22.25	33.3	3.76
2485	40	0	0	80	100	70	0	16.38	-0.09	10.82
2486	70	0	0	0	70	40	100	13.86	12.51	-11.39
2487	40	100	40	0	100	0	100	18.01	28.22	12.12
2488	0	70	70	80	0	0	40	18.14	14.56	6.88
2489	100	0	40	0	100	40	40	18.07	-1.82	7.29
2490	0	0	0	0	0	55	0	75.14	-35.34	-3.04
2491	0	0	0	0	0	85	0	64.84	-60.02	-1.14
2492	0	0	0	0	0	40	0	80.47	-24.56	-3.87
2493	0	0	0	0	0	70	0	69.91	-47	-2.13
2494	0	0	0	0	0	0.8	0	94.78	1.12	-5.97
2495	0	0	70	40	40	0	100	18.34	22.99	5.58
2496	0	70	100	0	70	40	0	40.67	44.78	48.82
2497	0	0	70	0	70	100	40	28.13	-6.12	24.61
2498	0	40	100	40	100	0	100	19.24	24.82	17.74
2499	70	70	0	0	0	100	40	20.87	-5.84	-26.81
2500	40	0	40	0	100	0	70	26.92	28.76	25.8
2501	70	70	0	80	0	40	0	16.24	0.99	-9.96
2502	0	70	70	80	0	40	0	19.71	6.54	8.91
2503	100	40	0	80	0	40	0	17.47	-8.5	-13.76
2504	100	70	0	0	70	0	40	18.04	10.91	-9.04
2505	100	40	100	0	40	40	0	30.42	-30.06	18.16
2506	40	100	100	0	0	100	40	15.45	4.93	-2.8
2507	40	40	0	80	0	100	0	16.93	-13.92	-5.47
2508	0	0	0	0	0	0	100	22	47	-56
2509	0	0	0	0	0	0	40	67.02	12.75	-21.25
2510	0	40	0	100	0	0	40	12.98	5.95	-0.29
2511	70	0	70	80	0	0	0	24.64	-16.37	6.71
2512	40	0	0	0	0	0	40	55.75	3.22	-35.22
2513	20	20	100	0	0	0	0	72.22	-0.38	69.36
2514	100	20	40	0	0	0	0	47.12	-40.58	-23.7
2515	30	30	10	0	0	0	0	69.44	7.6	-14.13
2516	70	70	0	40	0	0	40	22.4	16.28	-28.02
2517	30	40	30	0	0	0	0	63.83	11.81	-0.74
2518	70	0	0	40	0	100	0	36.03	-47.84	-13.28
2519	0	100	0	0	0	0	100	19.47	42.71	-24.6
2520	55	55	70	0	0	0	0	47.69	5.15	13.72
2521	0	0	0	0	100	0	0	65	58	88
2522	0	0	0	0	40	0	0	79.8	28.24	22.43
2523	0	0	0	0	85	0	0	67.16	53.39	67.57
2524	0	0	0	0	20	0	0	87.16	14.82	7.4
2525	0	0	0	0	70	0	0	70.52	46.43	50.18
2526	0	0	0	0	5	0	0	93.06	4.8	-2.68
2527	0	0	0	0	55	0	0	74.83	37.82	35.36
2528	0	0	0	100	100	0	0	17.62	3.28	14.75
2529	0	0	40	80	0	70	0	27.19	-20.23	8.91
2530	0	100	40	80	0	0	0	19.89	24.54	5.88
2531	40	40	100	80	0	0	0	23.69	-1.21	17.17
2532	20	40	100	0	0	0	0	63.93	13.74	60.16
2533	100	100	0	0	0	0	40	19.58	23.57	-43.75
2534	0	85	100	0	0	0	0	52.01	61	50.67
2535	70	0	0	0	0	100	0	49.37	-65.75	-17.89
2536	0	40	40	100	0	0	0	14.55	2.15	3.2
2537	0	0	40	0	0	40	0	78.37	-27.56	26.3
2538	40	0	70	80	0	100	0	21.77	-26.88	10.49
2539	0	0	70	80	0	70	0	26.99	-20.65	16.3
2540	0	100	100	100	100	0	0	17.08	9.43	14.32
2541	0	0	0	0	0	0	40	67.02	12.75	-21.25
2542	0	0	0	0	0	0	40	67.02	12.75	-21.25
2543	20	0	0	0	0	0	100	21.08	44.34	-57.72
2544	100	40	40	20	0	0	0	36.13	-25.27	-21.82
2545	0	0	0	80	40	0	70	17.03	12.57	-1.41
2546	0	20	0	0	100	0	40	43.97	50.06	53.69
2547	0	0	0	0	70	100	0	35.87	-18.05	19.36
2548	0	40	0	80	70	0	70	15.27	14.8	6.2
2549	20	100	70	20	0	0	0	36.72	50.81	17.58
2550	0	0	40	0	100	70	0	41.9	20.69	52.4
2551	0	100	0	0	0	40	40	27.13	43.11	-15.56
2552	0	0	0	40	40	40	70	23.34	12.15	-5.77
2553	0	0	0	80	100	100	100	10.57	5.65	3.21
2554	0	0	0	0	0	70	100	18.46	17.77	-38.08
2555	0	100	0	20	40	0	0	40.97	62.96	18.43
2556	0	100	0	20	100	0	0	40.46	61.55	49.77
2557	20	40	0	0	0	0	70	33.87	31.33	-35.39
2558	0	0	20	0	40	40	0	65.17	3.96	27.84
2559	0	0	0	80	40	100	40	15.13	-4.28	1.34
2560	0	0	0	80	100	70	0	18.68	3.92	15.23
2561	1.2	0	0	0	0	0	0	94.45	1	-6.67
2562	70	60.37	60.37	0	0	0	0	41.45	0.03	-2.11
2563	15	11.21	11.21	0	0	0	0	83.24	1.49	-5.06
2564	40	0	0	0	0	70	100	18.2	15.5	-40.5
2565	0	20	70	80	0	0	0	31.45	1.91	18.65
2566	0	0	70	80	70	100	0	17.8	-7.17	13.9
2567	40	0	100	0	0	0	40	51.44	-10.5	40.53
2568	0	0	0	80	0	70	70	15.17	1.84	-7.65
2569	0	40	0	0	40	100	0	34.16	-24.44	2.43
2570	0	70	0	40	100	0	40	27.78	39.34	28.75
2571	0	100	0	80	100	0	100	12.48	14.19	6.01
2572	100	0	0	40	0	40	40	27.32	-14.11	-30.79
2573	20	40	100	80	0	0	0	25.71	2.65	20.65
2574	0	0	0	0	0	0	40	67.02	12.75	-21.25
2575	0	0	0	0	0	0	40	67.02	12.75	-21.25
2576	40	40	0	0	100	0	100	17.21	26.38	8.81
2577	40	70	0	40	100	0	0	28.95	34.05	29.66
2578	40	70	0	0	70	40	0	31.4	29.42	14.08
2579	0	100	100	0	0	40	40	27.63	39.49	18.58
2580	0	70	0	0	0	100	0	32.08	-23.05	-14.91
2581	0	100	100	0	40	0	40	35.79	57.42	37.49
2582	0	70	0	0	0	70	0	39.99	5.57	-13.09
2583	100	0	40	0	40	0	40	28.81	-12.73	-13.64
2584	20	20	20	60	0	0	0	44.77	1.35	-0.7
2585	70	40	70	0	0	100	0	35.52	-50.19	7.31
2586	40	40	70	60	0	0	0	34.49	0.25	15.33
2587	70	70	0	0	40	40	0	28.56	9.33	-13.04
2588	40	40	0	0	40	0	70	26.6	28.32	-16.32
2589	70	0	70	40	100	0	0	29.37	12.92	31.42
2590	0	0	40	0	40	40	70	31.88	14.5	7.36
2591	40	0	100	0	70	0	0	55.35	24.8	67.32
2592	0	70	40	0	40	0	70	29.74	43.88	11.35
2593	0	40	40	0	40	0	100	21.66	36.68	-2.36
2594	0	40	100	0	40	40	0	51.58	22.65	57.24
2595	0	40	100	0	40	0	40	46.25	40.1	50.95
2596	70	0	0	0	70	0	100	15.24	19.25	-14.24
2597	100	0	100	40	40	0	0	29.43	-25.22	17.57
2598	0	100	100	0	0	0	70	27.99	47.55	19.12
2599	100	0	40	0	40	0	100	15.02	13.04	-23.22
2600	40	0	0	40	70	0	0	40.85	19.74	21.23
2601	0	70	0	0	40	100	0	25.58	-6.18	-2.51
2602	0	70	40	0	40	40	0	42.64	38.13	24.98
2603	40	0	100	40	0	0	70	26.1	1.6	13.42
2604	70	70	70	0	0	70	0	29.32	-19	0.32
2605	100	70	70	0	0	0	40	22.78	-2.75	-14.39
2606	20	70	100	60	0	0	0	30.07	18.85	25.03
2607	0	0	0	0	0	0	40	67.02	12.75	-21.25
2608	0	0	0	0	0	0	40	67.02	12.75	-21.25
2609	0	0	100	40	40	100	40	27.51	-19.49	23.63
2610	100	100	0	40	100	40	0	14.92	2.47	3.85
2611	0	70	0	40	100	40	0	28.61	33.85	30.22
2612	40	40	100	0	100	40	0	38.69	27.04	47.83
2613	0	70	100	0	40	0	40	40	50.35	43.38
2614	40	40	100	0	0	40	100	17.69	10.43	-0.14
2615	0	40	70	0	100	70	0	35.94	27.14	43.54
2616	0	70	40	0	100	0	40	37.92	55.35	45.74
2617	100	40	100	0	40	0	40	25.56	-11.56	11.14
2618	0	100	100	0	0	40	100	17.37	28.44	5.4
2619	0	70	40	80	0	0	70	14.7	14.74	-0.93
2620	0	40	40	40	100	40	0	33.53	30.44	41.09
2621	0	40	100	0	100	0	100	25.22	40.41	27.39
2622	100	0	0	0	0	0	0	56.12	-34.9	-52.52
2623	47.5	0	0	0	0	0	0	76.06	-15.32	-28.6
2624	77.5	0	0	0	0	0	0	63.55	-27.16	-43.51
2625	30	0	0	0	0	0	0	83.19	-9.04	-20.26
2626	62.5	0	0	0	0	0	0	69.75	-21.07	-36.09
2627	40	100	100	0	40	0	100	18.02	28.77	7.32
2628	40	40	0	40	100	40	40	20.49	19	17.88
2629	0	100	40	80	0	40	0	16.44	14.75	2.56
2630	70	40	0	0	100	70	0	21.74	6.68	12.87
2631	40	100	100	0	100	0	40	29.23	46.38	32.46
2632	0	0	100	0	0	85	0	63.11	-58.38	59.61
2633	40	40	40	0	100	40	40	27.89	27.01	29.33
2634	100	0	0	0	70	70	40	19.9	-8.28	-7.7
2635	0	40	40	0	70	0	100	22.33	37.28	12.4
2636	40	100	0	40	100	100	0	13.38	5.56	5.51
2637	40	40	0	0	100	40	40	27.11	27.43	25.35
2638	0	70	0	80	0	100	0	14.28	-5.37	-4.54
2639	0	40	40	40	100	40	40	25.19	28.1	27.57
2640	0	0	0	0	0	0	40	67.02	12.75	-21.25
2641	0	0	0	0	0	0	70	45.48	24.05	-35.08
2642	0	0	0	40	100	0	0	47.77	42.07	62.18
2643	40	70	0	0	0	0	0	48.86	33.45	-25.85
2644	100	0	0	0	0	70	0	48.5	-54.74	-31.34
2645	100	0	0	0	0	40	0	51.64	-46.86	-39.77
2646	20	10	30	0	0	0	0	80.48	-3.58	8.71
2647	100	0	0	0	100	0	100	12.73	10.89	-3.29
2648	0	40	40	80	0	0	0	28.86	8.37	7.46
2649	0	0	40	100	40	0	0	16.96	1.53	8.4
2650	100	0	40	40	0	0	0	39.03	-38.48	-16.29
2651	0	0	100	0	100	0	0	66.72	53.65	96.17
2652	0	40	100	40	0	0	0	51.26	15.71	51.46
2653	0	0	0	0	47.5	0	0	77.33	33	28.86
2654	0	0	0	0	95	0	0	65.73	56.43	81.05
2655	0	0	0	0	30	0	0	83.52	21.46	14.84
2656	0	0	0	0	77.5	0	0	68.86	49.86	58.76
2657	0	0	0	0	10	0	0	91.12	8.1	0.63
2658	0	0	0	0	62.5	0	0	72.7	42.08	42.69
2659	0	0	0	0	2	0	0	94.22	2.82	-4.67
2660	70	0	100	0	0	100	0	46.8	-72.73	29.23
2661	70	40	0	80	0	0	100	11.25	12.07	-14.25
2662	100	20	100	0	0	0	0	44.05	-54.47	18.55
2663	70	100	0	40	0	0	70	14.91	22.05	-25.12
2664	40	40	55	0	0	0	0	59.14	4.42	13.19
2665	40	0	0	100	0	0	100	10.62	8.06	-3.46
2666	0	0	100	0	100	100	0	36.6	0.39	45.72
2667	0	70	0	0	0	0	70	31.02	44.53	-25.53
2668	100	0	100	0	0	100	100	17.45	-11.75	-6.31
2669	100	100	0	0	100	0	100	12.25	13.43	-2.84
2670	40	0	0	80	0	0	40	22.32	2.81	-13.11
2671	0	40	0	80	0	0	100	12.08	15.56	-11.99
2672	30	85	30	0	0	0	0	44.35	47.52	-5.07
2673	0	0	0	0	0	0	70	45.48	24.05	-35.08
2674	0	0	0	0	0	0	70	45.48	24.05	-35.08
2675	0	0	20	0	70	0	0	70.46	45.7	59.06
2676	0	70	0	0	40	0	100	20.21	39.18	-10.53
2677	0	0	0	80	100	40	70	13.91	9.42	7.31
2678	20	40	40	40	0	0	0	49.39	10.16	8.25
2679	0	0	0	20	100	0	70	29.35	34.85	30.91
2680	0	0	0	40	40	100	40	23.56	-15.28	-0.07
2681	40	20	20	20	0	0	0	60.84	-4.43	-9.06
2682	40	70	100	20	0	0	0	40.01	21.18	30.74
2683	0	0	0	0	40	40	70	31.7	16.33	-8.74
2684	0	0	0	0	70	100	100	13.52	7.7	-3.15
2685	100	0	0	40	0	100	70	18.61	-5.51	-23.77
2686	20	100	20	20	0	0	0	36.9	54.86	-5.04
2687	20	40	0	20	0	0	0	60.4	16.65	-15.35
2688	0	0	0	20	40	0	100	18.76	32.09	-21.68
2689	0	0	0	20	100	0	0	56.5	50.29	75.36
2690	70	20	20	80	0	0	0	23.86	-7.58	-8.83
2691	3	0	0	0	0	0	0	93.75	0.36	-7.53
2692	0	40	20	0	70	0	0	59.6	56.86	51.78
2693	0	20	100	0	70	0	0	64.99	49.35	85.56
2694	65	54.9	54.9	0	0	0	0	45.22	-0.11	-2.1
2695	10	7.46	7.46	0	0	0	0	87.07	1.5	-5.41
2696	70	55	55	40	0	0	0	32.67	-3.07	-2.54
2697	0	70	20	80	0	0	0	24.06	18.51	1.7
2698	0	0	0	100	100	100	0	12.4	-3.67	6.35
2699	0	0	40	0	0	100	40	41.57	-47.38	6.93
2700	70	62.5	62.5	0	0	0	0	40.59	1.39	-1.14
2701	0	0	0	0	40	70	70	26.74	4.41	-8.7
2702	0	0	0	40	70	100	70	15.09	1.98	2.32
2703	70	20	70	40	0	0	0	40.64	-21.72	10.48
2704	70	0	0	0	0	40	40	41.83	-17.63	-36.55
2705	40	0	100	0	100	0	0	51.69	36	69.3
2706	0	0	0	0	0	0	70	45.48	24.05	-35.08
2707	0	0	0	0	0	0	70	45.48	24.05	-35.08
2708	40	0	100	0	0	40	100	19.7	3.93	0.42
2709	0	0	40	40	70	0	70	26.61	26.28	18.93
2710	0	40	0	0	40	70	40	30.54	8.1	-1.55
2711	0	40	0	0	70	40	70	24.49	28.29	8.82
2712	70	70	100	0	0	40	0	32.05	-9.82	13.48
2713	0	0	70	0	100	0	100	25.34	36.47	26.85
2714	70	0	40	40	100	0	0	28.91	13.72	29.02
2715	0	70	40	40	0	0	40	31.12	31.51	1.84
2716	100	70	0	40	70	0	0	19.4	4.61	-1.57
2717	40	0	40	0	0	70	70	28.9	-13.63	-13.47
2718	100	20	0	60	0	0	0	29.16	-15.54	-29.66
2719	100	0	40	0	0	40	100	17.5	8.91	-33.75
2720	40	100	0	0	0	40	40	22.57	31.09	-25.33
2721	40	0	40	0	100	40	0	40.43	23.07	47
2722	70	70	100	0	40	0	0	32.89	18.53	24.68
2723	40	40	0	0	0	70	40	32.92	-9.99	-24.17
2724	0	70	100	100	0	0	0	14.11	2.06	6.28
2725	0	0	100	40	100	0	40	35.93	33.43	44.39
2726	40	70	70	0	0	0	100	17.76	27.44	-10.28
2727	0	70	0	100	0	0	0	13.86	6.91	2.52
2728	0	100	70	40	0	70	0	21.33	19.91	6.81
2729	40	0	0	0	70	0	0	55.4	28.36	26.88
2730	0	0	70	0	70	70	40	34.18	9.13	32.85
2731	0	70	0	0	0	100	40	23.28	-7.18	-18.3
2732	40	100	0	40	40	0	0	27.36	36.93	2.64
2733	100	0	70	40	40	0	0	29.79	-24.21	8.16
2734	100	0	100	0	0	40	40	32.91	-43.11	9.15
2735	0	40	0	40	0	100	100	12.65	8.45	-16.98
2736	40	70	40	0	0	100	0	28.83	-26.01	-6.28
2737	70	0	40	0	70	0	70	22.48	14.56	2.94
2738	40	40	100	0	0	70	0	43.75	-31.86	31.97
2739	0	0	0	0	0	0	70	45.48	24.05	-35.08
2740	0	0	0	0	0	0	70	45.48	24.05	-35.08
2741	0	0	85	0	100	0	0	66.49	54.23	95.3
2742	0	0	40	80	40	0	40	22.7	10.67	9.58
2743	100	0	40	80	0	0	70	13.4	2.79	-10.79
2744	100	0	0	40	40	0	70	17.17	6.8	-23.12
2745	0	100	0	80	0	40	70	12.29	11.95	-3.99
2746	100	0	40	0	100	0	100	13.19	9.85	0.89
2747	0	40	40	0	100	40	40	34.81	40.45	42.4
2748	40	40	40	40	40	100	0	25.21	-22.36	11.1
2749	70	0	0	80	40	0	40	17.11	2.85	-4.7
2750	40	100	0	40	0	40	100	13.29	15.83	-15.02
2751	0	70	70	0	0	40	100	17.58	25.26	-3.35
2752	40	0	0	80	70	40	0	20.33	0.9	10.13
2753	0	40	40	40	100	0	100	16.86	22.69	12.84
2754	55	0	0	0	0	0	0	72.95	-18.09	-32.32
2755	85	0	0	0	0	0	0	60.62	-30.2	-47.07
2756	40	0	0	0	0	0	0	79.15	-12.57	-24.93
2757	70	0	0	0	0	0	0	66.57	-24.03	-39.84
2758	0.8	0	0	0	0	0	0	94.72	1.25	-6.34
2759	0	0	100	80	40	0	70	17.27	11.41	11.44
2760	0	0	40	40	100	40	40	29.42	23.11	34
2761	100	0	0	80	100	0	0	16.67	-2.36	10.22
2762	40	0	0	40	100	70	0	24.12	6.35	21.37
2763	0	0	100	0	70	70	40	34.94	9.16	38.42
2764	0	100	0	0	40	40	70	20.71	34.5	-1.43
2765	70	0	40	0	0	40	100	17.93	11.44	-31.79
2766	40	100	0	40	40	0	100	14.31	20.12	-7.08
2767	40	40	100	0	100	0	40	34.79	42.44	41.44
2768	100	70	0	0	0	40	70	17.88	13.98	-38.54
2769	100	40	40	0	100	40	0	20.62	0.9	11.26
2770	40	0	0	40	70	0	100	14.34	17.82	-4.72
2771	0	100	40	80	0	70	0	14.03	7.85	0.61
2772	0	0	0	0	0	0	70	45.48	24.05	-35.08
2773	40	40	40	40	0	0	0	44.79	3.14	1.87
2774	0	0	40	0	0	100	0	59.34	-74.76	21.59
2775	20	0	20	0	0	0	0	85.71	-8.99	2.18
2776	100	0	0	40	0	0	70	21.47	9.37	-41.6
2777	40	70	0	0	0	0	100	17.27	37.21	-40.12
2778	100	40	100	80	0	0	0	17.65	-13.21	4.98
2779	0	100	0	0	70	0	0	46.7	71.64	42.87
2780	70	40	100	40	0	0	0	35.03	-14.28	21.85
2781	100	0	100	100	0	0	0	12.95	-8.05	3.02
2782	70	85	55	0	0	0	0	32.99	19.72	-9.6
2783	0	0	100	0	0	100	0	59.39	-70.17	54.93
2784	100	0	100	0	100	0	100	14.1	8.74	5.42
2785	0	0	0	0	0	100	0	60	-75	0
2786	0	0	0	0	0	40	0	80.47	-24.56	-3.87
2787	0	0	0	0	0	85	0	64.84	-60.02	-1.14
2788	0	0	0	0	0	20	0	87.69	-11.17	-4.93
2789	0	0	0	0	0	70	0	69.91	-47	-2.13
2790	0	0	0	0	0	5	0	93.19	-1.63	-5.74
2791	0	0	0	0	0	55	0	75.14	-35.34	-3.04
2792	0	0	0	100	0	100	0	13.16	-7.6	0.86
2793	40	0	70	0	0	100	0	52.4	-72.61	26.77
2794	40	40	0	0	0	0	70	30.8	27.44	-39.9
2795	70	85	85	0	0	0	0	32.24	16.56	6.54
2796	40	100	0	0	0	0	100	16.56	35.92	-32.47
2797	70	0	0	40	0	70	0	39.53	-39.67	-17.2
2798	100	40	70	40	0	0	0	29.67	-26.8	-3.12
2799	70	40	0	40	0	0	100	13.97	23.7	-35.37
2800	100	0	40	80	0	40	0	20.59	-21.28	-4.78
2801	55	100	100	0	0	0	0	32.7	35.56	16.76
2802	0	100	0	100	100	0	0	16.91	7.63	13.77
2803	100	100	100	0	100	0	0	20.6	14.59	15.25
2804	0	100	100	0	0	100	0	21.51	8.07	8.83
2805	40	40	40	40	0	0	0	44.79	3.14	1.87
2806	40	40	40	40	0	0	0	44.79	3.14	1.87
2807	40	20	20	80	0	0	0	28.06	-2.47	-3.43
2808	40	0	0	0	0	100	100	17.73	6.49	-33.99
2809	0	40	0	0	70	0	100	20.96	36.65	2.82
2810	0	0	0	20	40	40	0	56.89	3.63	14.8
2811	100	0	20	40	0	0	0	40.09	-33.23	-27.46
2812	20	70	0	40	0	0	0	40.49	30.7	-12.92
2813	100	20	0	0	0	0	70	25.81	15.84	-55.16
2814	0	0	0	40	70	100	100	11.89	6.57	-0.65
2815	0	0	0	20	0	70	0	60.72	-41.58	-2.01
2816	0	0	100	0	70	70	0	48.6	5.64	58.81
2817	20	70	0	80	0	0	0	22.55	15.94	-5.14
2818	20	0	0	20	0	0	100	18.7	37.73	-49.55
2819	0	100	40	0	0	0	100	20.2	40.35	-9.46
2820	0	0	0	0	70	0	100	21.45	34.66	-1.68
2821	100	20	20	80	0	0	0	20.36	-11.93	-13.63
2822	0	70	0	80	70	0	70	14.71	15.6	6.43
2823	0	20	0	0	70	0	100	21.13	35.59	0.38
2824	0	100	0	40	100	0	100	16.62	27.58	11.63
2825	0	1.2	0	0	0	0	0	94.33	2.4	-6.16
2826	60	49.69	49.69	0	0	0	0	49.07	0.12	-2.57
2827	8	5.96	5.96	0	0	0	0	88.6	1.54	-5.54
2828	0	70	0	0	40	0	40	39.97	51.34	6.98
2829	40	0	20	40	0	0	0	57.13	-12.61	-6.09
2830	0	40	0	20	0	0	100	18.25	38.21	-37.77
2831	20	20	40	20	0	0	0	65.88	0.98	12.67
2832	0	0	40	0	70	100	0	37.6	-16.62	31.21
2833	100	0	0	80	0	40	70	13.55	3.52	-14.55
2834	40	0	0	20	0	100	0	46.85	-61.33	-8.81
2835	0	0	0	40	100	40	40	26.91	22.47	27.14
2836	20	70	70	80	0	0	0	21.88	12.04	10.28
2837	100	0	0	100	100	100	0	11.59	-4.33	4.49
2838	40	40	40	40	0	0	0	44.79	3.14	1.87
2839	40	40	40	40	0	0	0	44.79	3.14	1.87
2840	40	70	0	0	70	0	0	40.17	46.11	22.58
2841	70	40	0	40	0	70	0	30.41	-22.55	-18.88
2842	100	0	0	40	40	0	100	12.95	14.77	-24.43
2843	40	70	0	40	0	70	0	25.76	-3.09	-15.67
2844	40	40	0	0	0	70	70	23.41	3.91	-29.44
2845	40	40	0	0	70	40	0	36.98	21.33	16.05
2846	0	0	70	0	70	40	70	29.76	22.86	26.93
2847	100	100	40	0	100	0	0	20.13	14.4	11.21
2848	0	100	40	40	0	0	40	25.89	41.46	2.54
2849	100	0	70	0	100	0	0	28.16	-0.88	24.69
2850	0	0	70	0	0	100	100	18.35	-5.12	-4.45
2851	0	40	0	0	70	100	0	27.88	-5.79	12.83
2852	0	40	40	0	70	0	40	43.38	47.71	38.91
2853	70	0	40	0	0	70	70	26.14	-14.56	-19.05
2854	40	70	0	0	40	40	0	34.62	22.98	-2.93
2855	70	70	0	0	0	70	40	22.98	1.46	-29.63
2856	100	100	0	60	0	0	0	16.87	10.72	-24.84
2857	40	100	40	0	0	0	70	21.61	36.28	-14.18
2858	100	100	0	0	0	0	0	24.74	21.12	-47.45
2859	0	0	70	40	70	0	70	27.18	26.36	24.84
2860	40	70	0	0	40	0	0	43.22	41.21	0.4
2861	100	40	0	0	0	40	100	15.9	21.18	-44.14
2862	0	40	70	0	0	0	70	36.36	28.82	10.67
2863	20	70	70	60	0	0	0	30.59	19.79	15.51
2864	40	100	100	40	0	0	100	15.54	18.77	3.93
2865	40	40	70	0	0	100	0	39.21	-49.36	15.09
2866	40	0	0	0	70	40	0	45.04	11.1	19.78
2867	0	70	40	40	0	40	0	34.69	17.27	6.4
2868	40	70	0	40	0	40	0	30.25	8.63	-16.67
2869	40	100	0	0	40	100	0	17.1	5.42	-11.27
2870	0	70	70	60	0	0	0	33.12	25.82	20
2871	40	40	40	40	0	0	0	44.79	3.14	1.87
2872	40	40	40	40	0	0	0	44.79	3.14	1.87
2873	100	0	0	0	70	40	70	16.45	3.24	-12.25
2874	40	40	40	40	100	0	40	24.39	30.95	25.3
2875	40	0	100	0	100	0	100	21.03	26.42	19.19
2876	0	0	70	80	0	0	100	12.9	11.4	-1.05
2877	40	40	0	0	40	100	100	13.6	8.54	-14.83
2878	40	100	40	0	40	40	0	29.42	36.07	10.08
2879	100	40	40	40	40	0	40	20.67	1.26	-4.88
2880	40	100	40	0	100	40	0	30.19	35.14	31.88
2881	0	100	0	40	40	40	100	14.04	18.59	-3.63
2882	40	40	40	0	40	40	100	14.8	20.56	-10.76
2883	100	0	0	0	40	100	40	24.09	-20.39	-16.8
2884	40	0	70	0	100	40	0	41.33	21.7	50.07
2885	0	40	70	0	0	40	100	18.85	20.99	-5.54
2886	0	0	0	0	0	0	100	22	47	-56
2887	0	0	0	0	0	0	47.5	61.74	15.28	-24.47
2888	0	0	0	0	0	0	77.5	40.01	28.24	-39.43
2889	0	0	0	0	0	0	30	74.11	9.78	-17.28
2890	0	0	0	0	0	0	62.5	51.02	20.89	-31.35
2891	0	100	40	0	0	70	70	17.21	22.88	-8.16
2892	0	40	100	0	40	100	40	30.37	-12.16	26.62
2893	70	0	0	80	70	0	70	13.14	6.47	0.67
