ISO28178
FILE_DESCRIPTOR	"FOGRA60"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG"
CREATED	"February 2021"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-9:2021, White coated metal 1, fluorescence No, tone value increase curves A (CMYK)"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD "TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
242	85	85	10	0	24.766	17.216	-32.678
243	85	70	10	0	29.307	7.773	-33.517
244	85	55	10	0	34.028	-1.430	-34.250
245	85	40	10	0	38.336	-9.405	-34.407
246	85	30	10	0	41.549	-14.929	-34.611
247	85	20	10	0	45.001	-20.757	-35.054
248	85	10	10	0	48.569	-26.627	-35.559
249	85	0	10	0	52.428	-32.697	-35.392
250	85	100	0	0	21.757	25.441	-37.558
251	85	85	0	0	25.076	19.562	-39.044
252	85	70	0	0	29.563	10.568	-39.802
253	85	55	0	0	34.507	1.599	-40.813
254	85	40	0	0	39.072	-6.367	-41.322
255	85	30	0	0	42.396	-11.784	-41.801
256	85	20	0	0	45.758	-17.225	-42.573
257	85	10	0	0	49.377	-22.787	-43.449
258	85	0	0	0	53.329	-28.750	-43.626
259	10	100	10	20	33.071	49.977	-3.621
260	10	70	10	20	40.906	35.152	-5.622
261	10	40	10	20	50.868	17.573	-5.010
262	10	20	10	20	58.529	6.070	-3.792
263	10	10	10	20	62.619	0.135	-3.044
264	10	0	10	20	66.893	-6.133	-1.624
265	100	100	20	0	19.724	15.855	-29.407
266	100	85	20	0	22.475	9.485	-30.893
267	100	70	20	0	26.583	0.787	-31.359
268	100	55	20	0	31.009	-8.323	-32.046
269	100	40	20	0	35.132	-16.843	-32.329
270	100	30	20	0	37.976	-22.505	-32.518
271	100	20	20	0	41.054	-28.265	-32.580
272	100	10	20	0	44.581	-34.337	-33.038
273	100	0	20	0	47.891	-40.779	-33.005
274	100	100	10	0	19.649	18.631	-34.739
275	100	85	10	0	22.771	12.057	-35.945
276	100	70	10	0	27.076	2.994	-36.890
277	100	55	10	0	31.620	-5.781	-37.602
278	100	40	10	0	35.724	-13.708	-38.150
279	100	30	10	0	38.758	-19.267	-38.692
280	100	20	10	0	42.053	-25.011	-39.327
281	100	10	10	0	45.447	-30.700	-40.032
282	100	0	10	0	49.034	-36.733	-40.129
283	100	100	0	0	20.000	21.000	-40.000
284	100	85	0	0	22.979	15.383	-41.608
285	100	70	0	0	27.761	6.179	-42.528
286	100	55	0	0	32.244	-2.460	-44.050
287	100	40	0	0	36.290	-9.992	-45.031
288	100	30	0	0	39.443	-15.356	-45.703
289	100	20	0	0	42.957	-21.097	-46.383
290	100	10	0	0	46.275	-26.264	-47.391
291	100	0	0	0	50.000	-32.000	-48.000
292	20	100	10	20	30.847	45.934	-7.212
293	20	70	10	20	38.236	31.741	-9.363
294	20	40	10	20	47.904	14.353	-9.062
295	20	20	10	20	55.229	3.107	-8.003
296	20	10	10	20	59.226	-2.723	-7.420
