ISO28178
FILE_DESCRIPTOR	"FOGRA57"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co KG, Heidelberger Druckmaschinen AG"
CREATED	"January 2019"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-2:2013, OFCOM. print substrate 1 = premium coated, fluorescence moderate (8-14 DeltaB according to ISO 15397), 115 g/m2. tone value increase curves A (CMYK), laminated with glossy OPP film"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT, D50"
WEIGHTING_FUNCTION	"OBSERVER, 2 degree"
# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"
NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
440	30	85	55	0	40.74	44.68	8.24
441	30	100	55	0	37.43	53.14	6.24
442	40	0	55	0	70.26	-26.96	25.86
443	40	10	55	0	65.8	-19.15	21.97
444	40	20	55	0	61.54	-11.36	18.83
445	40	30	55	0	57.13	-3.21	15.55
446	40	40	55	0	53.57	3.97	13.1
447	40	55	55	0	47.95	15.72	9.45
448	40	70	55	0	42.45	27.96	6.12
449	40	85	55	0	37.97	38.49	3.25
450	40	100	55	0	34.79	46.86	1.41
451	55	0	55	0	64.03	-35.58	16.55
452	55	10	55	0	60.19	-27.93	13.37
453	55	20	55	0	56.28	-20.58	10.43
454	55	30	55	0	52.32	-12.92	7.84
455	55	40	55	0	48.92	-5.73	5.65
456	55	55	55	0	43.8	5.44	2.21
457	55	70	55	0	38.51	17.5	-1.02
458	55	85	55	0	34.11	28.38	-3.71
459	55	100	55	0	30.72	37.3	-5.63
460	70	0	55	0	58.43	-44.54	8.19
461	70	10	55	0	54.86	-37.21	5.35
462	70	20	55	0	51.41	-30.22	2.9
463	70	30	55	0	47.8	-23.04	0.59
464	70	40	55	0	44.68	-16.09	-1.39
465	70	55	55	0	39.74	-5.16	-4.49
466	70	70	55	0	34.82	6.61	-7.55
467	70	85	55	0	30.36	17.86	-10.17
468	70	100	55	0	27.08	26.66	-12.06
469	85	0	55	0	54.05	-52.9	1.04
470	85	10	55	0	50.82	-46.09	-1.24
471	85	20	55	0	47.55	-39.79	-3.44
472	85	30	55	0	44.26	-32.69	-5.49
473	85	40	55	0	41.32	-26.11	-7.27
474	85	55	55	0	36.6	-15.6	-10.13
475	85	70	55	0	31.74	-4.14	-13.03
476	85	85	55	0	27.48	6.82	-15.54
477	85	100	55	0	24.19	15.7	-17.48
478	100	0	55	0	50.75	-60.07	-4.45
479	100	10	55	0	47.93	-53.85	-6.62
480	100	20	55	0	44.87	-47.42	-8.57
481	100	30	55	0	41.86	-41.01	-10.46
482	100	40	55	0	38.87	-34.71	-12.14
483	100	55	55	0	34.36	-24.15	-14.43
484	100	70	55	0	29.79	-13.37	-17.08
485	100	85	55	0	25.69	-2.85	-19.27
486	100	100	55	0	22.73	5.47	-21.1
487	0	0	70	0	89.64	-4.41	71.31
488	0	10	70	0	83.52	4.8	64.23
489	0	20	70	0	77.85	13.83	58.58
490	0	30	70	0	72.19	22.63	53.35
491	0	40	70	0	67.78	30.68	49.08
492	0	55	70	0	61.32	42.76	43.44
493	0	70	70	0	55.36	54.86	38.82
494	0	85	70	0	50.79	64.28	35.18
495	0	100	70	0	47.54	71.7	32.91
496	10	0	70	0	84.16	-10.78	62.16
497	10	10	70	0	78.47	-1.95	56.15
498	10	20	70	0	73.18	6.53	51.08
499	10	30	70	0	67.89	15.43	46.22
500	10	40	70	0	63.78	23.08	42.48
501	10	55	70	0	57.54	35.22	37.25
502	10	70	70	0	51.67	47.18	32.57
503	10	85	70	0	47.24	57.36	29.23
504	10	100	70	0	43.92	65.1	26.39
505	20	0	70	0	78.8	-16.62	53.86
506	20	10	70	0	73.58	-8.05	48.83
507	20	20	70	0	68.83	0.06	44.35
508	20	30	70	0	63.89	8.54	39.63
509	20	40	70	0	60.02	16.17	36.29
510	20	55	70	0	54.04	28.08	31.22
511	20	70	70	0	48.33	40.1	26.83
512	20	85	70	0	43.85	50.32	23.09
513	20	100	70	0	40.69	58.48	20.57
514	30	0	70	0	73.72	-22.51	46.23
515	30	10	70	0	68.87	-14.55	41.34
516	30	20	70	0	64.4	-6.65	37.25
517	30	30	70	0	59.95	1.68	33.34
518	30	40	70	0	56.26	9.07	29.91
519	30	55	70	0	50.47	20.69	25.11
520	30	70	70	0	44.97	32.89	20.79
521	30	85	70	0	40.63	43.28	17.28
522	30	100	70	0	37.39	51.72	14.5
523	40	0	70	0	69.64	-28.16	39.61
524	40	10	70	0	65.24	-20.28	35.41
525	40	20	70	0	60.99	-12.61	31.6
526	40	30	70	0	56.82	-4.62	27.86
527	40	40	70	0	53.13	2.66	24.53
528	40	55	70	0	47.63	14.34	20.08
529	40	70	70	0	42.31	26.23	15.81
530	40	85	70	0	37.98	36.92	12.32
531	40	100	70	0	34.71	45.31	9.31
532	55	0	70	0	63.36	-37.08	29.58
533	55	10	70	0	59.5	-29.78	26.24
534	55	20	70	0	55.7	-22.29	22.9
535	55	30	70	0	51.87	-14.67	19.76
536	55	40	70	0	48.54	-7.6	16.77
537	55	55	70	0	43.45	3.63	12.69
538	55	70	70	0	38.31	15.65	8.5
539	55	85	70	0	33.9	26.67	4.92
540	55	100	70	0	30.61	35.52	2.13
541	70	0	70	0	57.77	-46.49	20.88
542	70	10	70	0	54.24	-39.57	17.58
543	70	20	70	0	50.81	-32.65	14.82
544	70	30	70	0	47.25	-25.29	12.02
545	70	40	70	0	44.2	-18.41	9.54
546	70	55	70	0	39.41	-7.39	5.58
547	70	70	70	0	34.45	4.42	1.64
548	70	85	70	0	30.15	15.59	-1.81
549	70	100	70	0	26.95	24.59	-4.3
550	85	0	70	0	53.29	-55.76	13.36
551	85	10	70	0	50.13	-49.49	10.6
552	85	20	70	0	46.89	-42.78	7.9
553	85	30	70	0	43.68	-35.92	5.4
554	85	40	70	0	40.81	-29.09	3.28
555	85	55	70	0	36.17	-18.42	-0.36
556	85	70	70	0	31.42	-7.01	-4.14
557	85	85	70	0	27.21	4.15	-7.31
558	85	100	70	0	24.03	13.08	-9.62
559	100	0	70	0	49.95	-63.82	7.31
560	100	10	70	0	47.24	-57.72	4.85
561	100	20	70	0	44.35	-51.54	2.56
562	100	30	70	0	41.36	-44.97	0.31
563	100	40	70	0	38.4	-38.29	-1.75
564	100	55	70	0	33.93	-28.12	-5.06
565	100	70	70	0	29.45	-16.76	-8.43
566	100	85	70	0	25.44	-6.13	-11.32
567	100	100	70	0	22.32	2.31	-13.78
568	0	0	85	0	89.25	-4.47	84.28
569	0	10	85	0	83.18	4.45	77.21
570	0	20	85	0	77.51	13.57	71.46
571	0	30	85	0	71.91	22.45	66.13
572	0	40	85	0	67.39	30.43	61.64
573	0	55	85	0	61.03	42.41	55.36
574	0	70	85	0	55.25	54.2	49.89
575	0	85	85	0	50.78	63.7	45.38
576	0	100	85	0	47.4	70.98	42.06
577	10	0	85	0	83.7	-10.98	75.05
578	10	10	85	0	78.11	-2.28	68.97
579	10	20	85	0	72.82	6.13	63.6
580	10	30	85	0	67.68	14.93	58.67
581	10	40	85	0	63.53	22.61	54.57
582	10	55	85	0	57.32	34.6	48.68
583	10	70	85	0	51.5	46.61	43.18
584	10	85	85	0	47.1	56.6	38.86
585	10	100	85	0	43.89	64.09	35.31
586	20	0	85	0	78.47	-16.94	66.63
587	20	10	85	0	73.2	-8.56	61.46
588	20	20	85	0	68.47	-0.41	56.72
589	20	30	85	0	63.63	7.96	51.65
590	20	40	85	0	59.66	15.54	47.75
591	20	55	85	0	53.87	27.31	42.46
592	20	70	85	0	48.22	39.21	37.03
593	20	85	85	0	43.76	49.45	32.67
594	20	100	85	0	40.55	57.38	29.08
595	30	0	85	0	73.19	-22.9	58.46
596	30	10	85	0	68.5	-15.08	53.75
597	30	20	85	0	63.99	-7.18	49.12
598	30	30	85	0	59.64	0.93	44.7
599	30	40	85	0	55.95	8.11	41.3
600	30	55	85	0	50.27	19.84	35.79
601	30	70	85	0	44.9	31.86	30.6
602	30	85	85	0	40.56	42.48	26.43
603	30	100	85	0	37.3	50.41	22.76
604	40	0	85	0	69.15	-28.88	52.22
605	40	10	85	0	64.75	-21.01	47.63
606	40	20	85	0	60.61	-13.24	43.55
607	40	30	85	0	56.51	-5.56	39.29
608	40	40	85	0	52.9	1.79	35.79
609	40	55	85	0	47.46	13.15	30.3
610	40	70	85	0	42.21	25.14	25.42
611	40	85	85	0	37.75	35.8	21.06
612	40	100	85	0	34.53	44.32	17.4
613	55	0	85	0	62.95	-38.46	41.46
614	55	10	85	0	59.08	-30.71	37.75
615	55	20	85	0	55.35	-23.44	34.18
616	55	30	85	0	51.56	-15.99	30.67
617	55	40	85	0	48.24	-8.74	27.45
618	55	55	85	0	43.16	2.36	22.53
619	55	70	85	0	38.05	14.26	17.69
620	55	85	85	0	33.68	25.44	13.32
621	55	100	85	0	30.46	33.91	9.74
622	70	0	85	0	57.3	-48.02	32.28
623	70	10	85	0	53.82	-40.98	28.92
624	70	20	85	0	50.35	-34.2	25.58
625	70	30	85	0	46.91	-26.94	22.44
626	70	40	85	0	43.85	-20.18	19.63
627	70	55	85	0	39.15	-9.11	15.16
628	70	70	85	0	34.23	2.81	10.47
629	70	85	85	0	29.94	13.96	6.24
630	70	100	85	0	26.85	22.77	3.11
631	85	0	85	0	52.74	-57.93	24.46
632	85	10	85	0	49.68	-51.39	21.42
633	85	20	85	0	46.48	-45.05	18.38
634	85	30	85	0	43.29	-38.15	15.48
635	85	40	85	0	40.37	-31.39	13
636	85	55	85	0	35.79	-20.61	8.73
637	85	70	85	0	31.12	-9.13	4.27
638	85	85	85	0	26.96	1.98	0.33
639	85	100	85	0	23.87	10.74	-2.51
640	100	0	85	0	49.38	-66.69	18.08
641	100	10	85	0	46.64	-60.55	15.1
642	100	20	85	0	43.7	-54.4	12.47
643	100	30	85	0	40.81	-47.78	10.01
644	100	40	85	0	37.96	-41.3	7.59
645	100	55	85	0	33.55	-30.97	3.78
646	100	70	85	0	29.18	-19.51	-0.04
647	100	85	85	0	25.12	-8.7	-3.78
648	100	100	85	0	22.19	-0.12	-6.48
649	0	0	100	0	88.9	-4.17	95.67
650	0	10	100	0	82.91	4.78	89.05
651	0	20	100	0	77.34	13.47	82.44
652	0	30	100	0	71.77	22.6	76.78
653	0	40	100	0	67.36	30.1	72.04
654	0	55	100	0	60.86	42.44	65.06
655	0	70	100	0	55.09	53.93	58.74
656	0	85	100	0	50.81	63.37	53.17
657	0	100	100	0	47.44	70.56	48.78
658	10	0	100	0	83.33	-10.63	86.46
659	10	10	100	0	77.78	-2.22	79.97
660	10	20	100	0	72.67	6.11	74.36
661	10	30	100	0	67.52	14.79	69.05
662	10	40	100	0	63.44	22.46	64.54
663	10	55	100	0	57.2	34.33	58.06
664	10	70	100	0	51.57	46.13	51.83
665	10	85	100	0	47.12	56.15	46.18
666	10	100	100	0	43.79	63.65	41.77
667	20	0	100	0	78.22	-17.01	77.8
668	20	10	100	0	73.01	-8.54	72.14
669	20	20	100	0	68.13	-0.5	66.75
670	20	30	100	0	63.4	7.86	61.82
671	20	40	100	0	59.56	15.33	57.58
672	20	55	100	0	53.72	26.89	51.12
673	20	70	100	0	48.15	38.76	45.08
674	20	85	100	0	43.73	49.01	39.6
675	20	100	100	0	40.45	56.81	35.14
676	30	0	100	0	73.02	-23.18	69.01
677	30	10	100	0	68.26	-15.18	64.26
678	30	20	100	0	63.79	-7.61	59.37
679	30	30	100	0	59.45	0.64	54.75
680	30	40	100	0	55.88	7.78	50.69
681	30	55	100	0	50.18	19.32	44.42
682	30	70	100	0	44.74	31.37	38.48
683	30	85	100	0	40.32	41.93	33.03
684	30	100	100	0	37.32	49.79	28.59
685	40	0	100	0	68.78	-28.83	62.36
686	40	10	100	0	64.51	-21.05	57.58
687	40	20	100	0	60.38	-13.48	52.96
688	40	30	100	0	56.3	-5.84	48.67
689	40	40	100	0	52.66	1.29	44.62
690	40	55	100	0	47.35	12.63	38.81
691	40	70	100	0	42.09	24.62	32.86
692	40	85	100	0	37.66	35.4	27.71
693	40	100	100	0	34.5	43.64	23.41
694	55	0	100	0	62.42	-38.11	51.52
695	55	10	100	0	58.74	-30.91	47.35
696	55	20	100	0	55.15	-23.69	43.39
697	55	30	100	0	51.34	-16.4	39.41
698	55	40	100	0	48.12	-9.56	36.04
699	55	55	100	0	43.06	1.56	30.18
700	55	70	100	0	37.93	13.65	24.61
701	55	85	100	0	33.61	24.66	19.49
702	55	100	100	0	30.52	32.96	15.33
703	70	0	100	0	56.74	-47.92	41.73
704	70	10	100	0	53.52	-41.51	37.92
705	70	20	100	0	50.21	-34.6	34.01
706	70	30	100	0	46.87	-27.6	30.78
707	70	40	100	0	43.77	-20.8	27.27
708	70	55	100	0	38.94	-9.88	22.11
709	70	70	100	0	34.07	1.86	16.71
710	70	85	100	0	29.81	13.02	11.95
711	70	100	100	0	26.87	21.5	8.41
712	85	0	100	0	52.38	-58.17	33.21
713	85	10	100	0	49.32	-52.16	29.77
714	85	20	100	0	46.26	-45.94	26.4
715	85	30	100	0	43.13	-38.96	23.37
716	85	40	100	0	40.16	-32.22	20.21
717	85	55	100	0	35.63	-21.95	15.46
718	85	70	100	0	30.94	-10.31	10.48
719	85	85	100	0	26.79	0.81	5.85
720	85	100	100	0	23.77	9.3	2.19
721	100	0	100	0	48.97	-67.9	26.01
722	100	10	100	0	46.31	-62	22.64
723	100	20	100	0	43.27	-55.81	19.8
724	100	30	100	0	40.2	-49.36	16.78
725	100	40	100	0	37.53	-42.91	14.35
726	100	55	100	0	33.35	-32.28	10.06
727	100	70	100	0	29	-20.97	5.73
728	100	85	100	0	25.02	-9.89	1.47
729	100	100	100	0	21.99	-1.31	-1.48
730	0	0	0	20	76.79	0.79	-5.55
731	0	10	0	20	71.43	8.27	-6.56
732	0	20	0	20	66.36	15.37	-7.35
733	0	40	0	20	57.35	29.18	-7.92
734	0	70	0	20	46.18	49.36	-7.17
735	0	100	0	20	38.92	64.52	-4.32
736	10	0	0	20	72.55	-3.19	-10.58
737	10	10	0	20	67.6	3.8	-11.78
738	10	20	0	20	62.97	10.73	-12.18
739	10	40	0	20	54.44	24.21	-12.43
740	10	70	0	20	43.59	44.04	-11.85
741	10	100	0	20	36.08	59.64	-9.38
742	20	0	0	20	68.57	-7.02	-15.28
743	20	10	0	20	63.92	-0.05	-16.35
744	20	20	0	20	59.58	6.59	-16.57
745	20	40	0	20	51.61	19.55	-16.55
746	20	70	0	20	41.01	38.85	-15.82
747	20	100	0	20	33.57	55.05	-13.84
748	40	0	0	20	61.34	-14.04	-24.18
749	40	10	0	20	57.33	-7.66	-24.64
750	40	20	0	20	53.52	-1.57	-24.68
751	40	40	0	20	46.35	10.77	-24.11
752	40	70	0	20	36.45	29.19	-23.5
753	40	100	0	20	28.81	45.59	-22.19
754	70	0	0	20	51.94	-23.74	-35.97
755	70	10	0	20	48.73	-18.15	-35.88
756	70	20	0	20	45.46	-12.61	-35.62
757	70	40	0	20	39.22	-1.69	-34.88
758	70	70	0	20	30.16	15.61	-33.84
759	70	100	0	20	23.15	31.26	-32.81
760	100	0	0	20	46.05	-31.4	-44.11
761	100	10	0	20	43.14	-26.43	-43.98
762	100	20	0	20	40.19	-21.39	-43.53
763	100	40	0	20	34.37	-11.76	-42.67
764	100	70	0	20	26.37	3.5	-41.13
765	100	100	0	20	19.62	17.76	-39.82
766	0	0	10	20	76.17	-0.68	4.89
767	0	10	10	20	70.92	6.67	2.73
768	0	20	10	20	66	13.86	1.37
769	0	40	10	20	57.11	27.99	-0.57
770	0	70	10	20	46.09	48.23	-1.29
771	0	100	10	20	38.91	63.54	-0.11
772	10	0	10	20	71.9	-5.02	-0.68
773	10	10	10	20	67.05	2.11	-2.49
774	10	20	10	20	62.5	8.98	-3.66
775	10	40	10	20	54.19	22.77	-5.18
776	10	70	10	20	43.44	42.74	-5.96
777	10	100	10	20	36.06	58.59	-5.03
778	20	0	10	20	67.86	-8.91	-5.63
779	20	10	10	20	63.46	-2.09	-7.17
780	20	20	10	20	59.23	4.68	-8.06
781	20	40	10	20	51.28	17.79	-9.3
782	20	70	10	20	40.83	37.5	-10.08
783	20	100	10	20	33.51	53.66	-9.51
784	40	0	10	20	60.57	-16.45	-14.88
785	40	10	10	20	56.74	-10.17	-15.92
786	40	20	10	20	53.04	-3.85	-16.58
787	40	40	10	20	46.01	8.59	-17.25
788	40	70	10	20	36.22	27.63	-17.93
789	40	100	10	20	28.84	44.04	-17.97
790	70	0	10	20	51.27	-27.41	-27.21
791	70	10	10	20	48.09	-21.55	-27.65
792	70	20	10	20	44.92	-15.86	-27.84
793	70	40	10	20	38.81	-4.63	-28.14
794	70	70	10	20	30	13.11	-28.45
795	70	100	10	20	22.96	29.18	-28.42
796	100	0	10	20	45.21	-36.03	-36.08
797	100	10	10	20	42.37	-31.05	-36.32
798	100	20	10	20	39.55	-26.02	-36.37
799	100	40	10	20	33.96	-15.78	-36.17
800	100	70	10	20	26.07	0.07	-35.87
801	100	100	10	20	19.56	14.65	-35.43
802	0	0	20	20	75.63	-1.99	14.45
803	0	10	20	20	70.4	5.76	11.47
804	0	20	20	20	65.46	12.98	9.23
805	0	40	20	20	56.83	26.96	6.41
806	0	70	20	20	45.87	47.42	4.18
807	0	100	20	20	38.83	62.77	4.35
808	10	0	20	20	71.39	-6.43	8.63
809	10	10	20	20	66.63	0.82	6.12
810	10	20	20	20	62.08	7.89	4.26
811	10	40	20	20	53.87	21.63	1.78
812	10	70	20	20	43.27	41.7	-0.47
813	10	100	20	20	36.05	57.72	-0.7
814	20	0	20	20	67.37	-10.6	3.48
815	20	10	20	20	63.02	-3.4	1.17
816	20	20	20	20	58.79	3.24	-0.25
817	20	40	20	20	50.98	16.59	-2.46
818	20	70	20	20	40.74	36.36	-4.65
819	20	100	20	20	33.45	52.58	-5.07
820	40	0	20	20	60.04	-18.59	-6.2
821	40	10	20	20	56.16	-11.97	-7.95
822	40	20	20	20	52.6	-5.71	-8.78
823	40	40	20	20	45.61	6.96	-10.54
824	40	70	20	20	36	26.1	-12.62
825	40	100	20	20	28.74	42.74	-13.46
826	70	0	20	20	50.61	-30.29	-19.07
827	70	10	20	20	47.5	-24.49	-19.98
828	70	20	20	20	44.49	-18.65	-20.54
829	70	40	20	20	38.41	-7.05	-21.65
830	70	70	20	20	29.78	10.88	-23.16
831	70	100	20	20	22.94	27.07	-23.92
832	100	0	20	20	44.57	-40.29	-28.28
833	100	10	20	20	41.74	-34.89	-29.05
834	100	20	20	20	38.98	-29.76	-29.44
835	100	40	20	20	33.66	-19.35	-30.01
836	100	70	20	20	25.73	-2.74	-30.78
837	100	100	20	20	19.52	11.87	-31.07
838	0	0	40	20	74.67	-3.56	32.05
839	0	10	40	20	69.64	3.89	28.1
840	0	20	40	20	64.92	11.31	25.08
841	0	40	40	20	56.4	25.66	20.15
842	0	70	40	20	45.72	45.94	15.4
843	0	100	40	20	38.72	61.04	13.43
844	10	0	40	20	70.43	-8.35	25.99
845	10	10	40	20	65.74	-1.04	22.45
846	10	20	40	20	61.33	5.89	19.66
847	10	40	40	20	53.34	19.99	15.14
848	10	70	40	20	43.1	39.97	10.58
849	10	100	40	20	36.03	55.86	8.35
850	20	0	40	20	66.33	-12.49	20.24
851	20	10	40	20	62	-5.73	17.03
852	20	20	40	20	57.92	1.22	14.68
853	20	40	40	20	50.4	14.68	10.72
854	20	70	40	20	40.54	34.37	6.14
855	20	100	40	20	33.37	50.73	3.78
856	40	0	40	20	59.01	-21.25	9.68
857	40	10	40	20	55.29	-14.83	7.38
858	40	20	40	20	51.77	-8.65	5.34
859	40	40	40	20	44.97	4.28	1.98
860	40	70	40	20	35.65	23.67	-1.82
861	40	100	40	20	28.6	40.29	-4.68
862	70	0	40	20	49.59	-34.59	-3.86
863	70	10	40	20	46.58	-28.83	-5.6
864	70	20	40	20	43.56	-22.83	-6.87
865	70	40	40	20	37.61	-10.95	-9.5
866	70	70	40	20	29.33	7.4	-12.82
867	70	100	40	20	22.9	23.69	-15.31
868	100	0	40	20	43.4	-46.85	-13.9
869	100	10	40	20	40.63	-41.44	-15.54
870	100	20	40	20	37.95	-35.93	-16.59
871	100	40	40	20	32.73	-25.01	-18.43
872	100	70	40	20	25.13	-7.82	-20.88
873	100	100	40	20	19.61	6.93	-22.6
874	0	0	70	20	73.76	-4.59	57.93
875	0	10	70	20	68.85	2.74	52.54
876	0	20	70	20	64.24	10.16	48.25
877	0	40	70	20	55.83	24.38	41.02
878	0	70	70	20	45.49	44.35	32.7
879	0	100	70	20	38.76	59.22	27.16
880	10	0	70	20	69.44	-9.6	50.88
881	10	10	70	20	64.9	-2.55	46.37
882	10	20	70	20	60.58	4.39	42.49
883	10	40	70	20	52.78	18.33	35.8
884	10	70	70	20	42.75	38.19	27.69
885	10	100	70	20	35.98	53.8	21.87
886	20	0	70	20	65.21	-14.39	44.49
887	20	10	70	20	61.02	-7.47	40.5
888	20	20	70	20	57.16	-0.74	37.11
889	20	40	70	20	49.87	12.72	30.93
890	20	70	70	20	40.17	32.3	22.97
891	20	100	70	20	33.43	48.25	17.19
892	40	0	70	20	57.85	-23.91	33.06
893	40	10	70	20	54.32	-17.52	29.72
894	40	20	70	20	50.85	-11.2	26.72
895	40	40	70	20	44.32	1.65	21.34
896	40	70	70	20	35.3	20.88	14.05
897	40	100	70	20	28.62	37.22	8.32
898	70	0	70	20	48.3	-39	17.54
899	70	10	70	20	45.34	-33.16	14.99
900	70	20	70	20	42.51	-27.24	12.85
901	70	40	70	20	36.92	-15.2	8.59
902	70	70	70	20	28.86	3.42	2.2
903	70	100	70	20	22.78	19.73	-2.63
904	100	0	70	20	41.78	-54.01	5.57
905	100	10	70	20	39.31	-48.54	3.58
906	100	20	70	20	36.77	-43.08	1.8
907	100	40	70	20	31.75	-31.52	-1.69
908	100	70	70	20	24.6	-13.64	-6.7
909	100	100	70	20	19.15	1.35	-10.14
910	0	0	100	20	73.41	-4.67	79.71
911	0	10	100	20	68.46	2.62	74.1
912	0	20	100	20	63.88	9.84	69.1
913	0	40	100	20	55.67	23.65	60.18
914	0	70	100	20	45.42	43.21	48.33
915	0	100	100	20	38.73	57.95	39.02
916	10	0	100	20	69.02	-9.83	72.46
917	10	10	100	20	64.46	-2.9	67.24
918	10	20	100	20	60.29	3.93	62.67
919	10	40	100	20	52.65	17.55	54.43
920	10	70	100	20	42.77	37	42.99
921	10	100	100	20	35.9	52.28	33.73
922	20	0	100	20	64.92	-14.88	65.33
923	20	10	100	20	60.68	-7.98	60.76
924	20	20	100	20	56.71	-1.33	56.38
925	20	40	100	20	49.7	11.85	48.98
926	20	70	100	20	40.12	30.93	37.87
927	20	100	100	20	33.28	46.87	28.52
928	40	0	100	20	57.28	-24.75	52.15
929	40	10	100	20	53.84	-18.28	48.56
930	40	20	100	20	50.48	-11.92	44.93
931	40	40	100	20	44.11	0.41	38.18
932	40	70	100	20	35.25	19.38	27.76
933	40	100	100	20	28.59	35.67	18.84
934	70	0	100	20	47.43	-40.53	34.98
935	70	10	100	20	44.69	-34.9	31.85
936	70	20	100	20	41.9	-29.02	28.8
937	70	40	100	20	36.49	-17.26	23.06
938	70	70	100	20	28.63	1.12	14.36
939	70	100	100	20	22.68	16.96	7.27
940	100	0	100	20	40.94	-57.28	21.16
941	100	10	100	20	38.39	-52.2	18.65
942	100	20	100	20	35.91	-46.56	15.93
943	100	40	100	20	31.17	-35.17	11.25
944	100	70	100	20	24.3	-17	4.54
945	100	100	100	20	19.09	-1.88	-0.24
946	0	0	0	40	61.7	0.32	-4.8
947	0	20	0	40	53.46	12.05	-5.86
948	0	40	0	40	46.42	23.43	-6.61
949	0	70	0	40	37.34	40.1	-5.98
950	0	100	0	40	31.27	53.25	-3.81
951	20	0	0	40	55.26	-5.87	-12.11
952	20	20	0	40	48.38	5.03	-13.15
953	20	40	0	40	42.06	15.68	-13.25
954	20	70	0	40	33.38	31.73	-12.65
955	20	100	0	40	27.06	45.31	-11.13
956	40	0	0	40	49.68	-11.7	-19.46
957	40	20	0	40	43.62	-1.53	-19.8
958	40	40	0	40	37.87	8.75	-19.31
959	40	70	0	40	29.8	23.92	-18.79
960	40	100	0	40	23.38	37.53	-18.01
961	70	0	0	40	42.16	-19.85	-29.44
962	70	20	0	40	37.01	-10.62	-28.99
963	70	40	0	40	32.03	-1.37	-28.34
964	70	70	0	40	24.72	12.8	-27.19
965	70	100	0	40	19	25.35	-26.36
966	100	0	0	40	37.36	-26.77	-36.43
967	100	20	0	40	32.58	-18.09	-35.89
968	100	40	0	40	27.81	-9.7	-35.14
969	100	70	0	40	21.43	3.09	-33.46
970	100	100	0	40	16.47	14.01	-31.82
971	0	0	20	40	60.79	-1.95	11.42
972	0	20	20	40	52.92	9.94	7.55
973	0	40	20	40	46.04	21.41	5.44
974	0	70	20	40	37.16	38.2	3.78
975	0	100	20	40	31.24	51.45	3.97
976	20	0	20	40	54.49	-8.85	2.74
977	20	20	20	40	47.76	2.32	0.05
978	20	40	20	40	41.54	13.18	-1.56
979	20	70	20	40	33.2	29.37	-3.18
980	20	100	20	40	27.07	43	-3.66
981	40	0	20	40	48.78	-15.34	-5.06
982	40	20	20	40	42.99	-4.98	-6.84
983	40	40	20	40	37.35	5.44	-8.02
984	40	70	20	40	29.47	20.91	-9.53
985	40	100	20	40	23.39	34.68	-10.27
986	70	0	20	40	41.17	-25.17	-15.66
987	70	20	20	40	36.25	-15.46	-16.66
988	70	40	20	40	31.35	-5.77	-17.36
989	70	70	20	40	24.39	8.69	-18.19
990	70	100	20	40	18.98	21.5	-18.65
991	100	0	20	40	36.23	-33.74	-23.51
992	100	20	20	40	31.6	-24.63	-24.33
993	100	40	20	40	27.34	-15.67	-24.59
994	100	70	20	40	21.25	-2.25	-24.57
995	100	100	20	40	16.57	8.83	-23.98
996	0	0	40	40	60.21	-3.43	25.48
997	0	20	40	40	52.56	8.5	20.44
998	0	40	40	40	45.71	20.26	16.83
999	0	70	40	40	37.04	36.86	13.25
1000	0	100	40	40	31.04	49.79	11.4
1001	20	0	40	40	53.81	-10.57	16.39
1002	20	20	40	40	47.13	0.52	12.35
1003	20	40	40	40	41.11	11.55	9.47
1004	20	70	40	40	33.06	27.54	5.99
1005	20	100	40	40	27.01	41.14	3.75
1006	40	0	40	40	48.06	-17.64	7.99
1007	40	20	40	40	42.35	-7.47	4.86
1008	40	40	40	40	36.86	3.11	2.44
1009	40	70	40	40	29.2	18.79	-0.42
1010	40	100	40	40	23.35	32.3	-2.89
1011	70	0	40	40	40.44	-28.65	-3.24
1012	70	20	40	40	35.56	-18.85	-5.38
1013	70	40	40	40	30.68	-8.95	-7.2
1014	70	70	40	40	24.05	5.89	-9.46
1015	70	100	40	40	19.13	18.37	-11.37
1016	100	0	40	40	35.3	-39.03	-11.81
1017	100	20	40	40	30.83	-29.57	-13.7
1018	100	40	40	40	26.63	-20.27	-14.92
1019	100	70	40	40	20.81	-6.25	-16.32
1020	100	100	40	40	16.63	5	-16.75
1021	0	0	70	40	59.61	-4.47	46.84
1022	0	20	70	40	52.13	7.42	39.5
1023	0	40	70	40	45.32	19.04	33.99
1024	0	70	70	40	36.77	35.38	27.3
1025	0	100	70	40	31.23	47.72	22.53
1026	20	0	70	40	53.04	-12.26	36.29
